"","USDA_code","func","plot","year","abund","is_veg","USDA_name","Weber_family","category","orig_cluster","class_3"
"2797","ARSC","Forb","801",2010,0,1,"Artemisia scopulorum","Asteraceae","vascular","DM","DM"
"2798","ARSC","Forb","52",1989,0,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2799","ARSC","Forb","54",2013,2,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2800","ARSC","Forb","25",1995,3,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2801","ARSC","Forb","74",2012,3,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2802","ARSC","Forb","33",2012,23,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2803","ARSC","Forb","8",2012,10,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2804","ARSC","Forb","52",2012,5,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2805","ARSC","Forb","19",1997,4,1,"Artemisia scopulorum","Asteraceae","vascular","FF","FF"
"2806","ARSC","Forb","51",1989,0,1,"Artemisia scopulorum","Asteraceae","vascular","FF","FF"
"2807","ARSC","Forb","11",2008,4,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2808","ARSC","Forb","12",2012,5,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2809","ARSC","Forb","40",1997,2,1,"Artemisia scopulorum","Asteraceae","vascular","DM","DM"
"2810","ARSC","Forb","73",2014,0,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2811","ARSC","Forb","501",2006,2,1,"Artemisia scopulorum","Asteraceae","vascular","DM","DM"
"2812","ARSC","Forb","15",2008,5,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2813","ARSC","Forb","51",2014,1,1,"Artemisia scopulorum","Asteraceae","vascular","FF","FF"
"2814","ARSC","Forb","70",2010,0,1,"Artemisia scopulorum","Asteraceae","vascular","DM","DM"
"2815","ARSC","Forb","34",1989,1,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2816","ARSC","Forb","601",1995,0,1,"Artemisia scopulorum","Asteraceae","vascular","DM","DM"
"2817","ARSC","Forb","68",1997,0,1,"Artemisia scopulorum","Asteraceae","vascular","WM","WM"
"2818","ARSC","Forb","79",2014,1,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2819","ARSC","Forb","72",2010,12,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2820","ARSC","Forb","54",1989,0,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2821","ARSC","Forb","54",2011,0,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2822","ARSC","Forb","49",1997,9,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2823","ARSC","Forb","75",2014,7,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2824","ARSC","Forb","59",2012,3,1,"Artemisia scopulorum","Asteraceae","vascular","DM","DM"
"2825","ARSC","Forb","74",1997,0,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2826","ARSC","Forb","601",2012,0,1,"Artemisia scopulorum","Asteraceae","vascular","DM","DM"
"2827","ARSC","Forb","12",1995,4,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2828","ARSC","Forb","201",2014,0,1,"Artemisia scopulorum","Asteraceae","vascular","FF","FF"
"2829","ARSC","Forb","74",2013,1,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2830","ARSC","Forb","45",1997,0,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2831","ARSC","Forb","26",1990,19,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2832","ARSC","Forb","80",2008,8,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2833","ARSC","Forb","22",2011,13,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2834","ARSC","Forb","10",2008,1,1,"Artemisia scopulorum","Asteraceae","vascular","FF","FF"
"2835","ARSC","Forb","52",1995,0,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2836","ARSC","Forb","53",2014,9,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2837","ARSC","Forb","54",2006,1,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2838","ARSC","Forb","16",1995,1,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2839","ARSC","Forb","10",2013,1,1,"Artemisia scopulorum","Asteraceae","vascular","FF","FF"
"2840","ARSC","Forb","8",2011,5,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2841","ARSC","Forb","48",2014,2,1,"Artemisia scopulorum","Asteraceae","vascular","DM","DM"
"2842","ARSC","Forb","501",2014,2,1,"Artemisia scopulorum","Asteraceae","vascular","DM","DM"
"2843","ARSC","Forb","74",2010,0,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2844","ARSC","Forb","53",1990,5,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2845","ARSC","Forb","2",2011,0,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2846","ARSC","Forb","53",1997,6,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2847","ARSC","Forb","12",2010,4,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2848","ARSC","Forb","15",2006,5,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2849","ARSC","Forb","48",2011,1,1,"Artemisia scopulorum","Asteraceae","vascular","DM","DM"
"2850","ARSC","Forb","35",1990,2,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2851","ARSC","Forb","30",1989,0,1,"Artemisia scopulorum","Asteraceae","vascular","DM","DM"
"2852","ARSC","Forb","5",2008,1,1,"Artemisia scopulorum","Asteraceae","vascular","SB","SB"
"2853","ARSC","Forb","8",2013,11,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2854","ARSC","Forb","50",2014,0,1,"Artemisia scopulorum","Asteraceae","vascular","DM","DM"
"2855","ARSC","Forb","54",1997,0,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2856","ARSC","Forb","70",1995,0,1,"Artemisia scopulorum","Asteraceae","vascular","DM","DM"
"2857","ARSC","Forb","14",1995,2,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2858","ARSC","Forb","501",1995,4,1,"Artemisia scopulorum","Asteraceae","vascular","DM","DM"
"2859","ARSC","Forb","65",2011,0,1,"Artemisia scopulorum","Asteraceae","vascular","SB-CAPY3","SB"
"2860","ARSC","Forb","62",2011,2,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2861","ARSC","Forb","43",1995,4,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2862","ARSC","Forb","401",1997,0,1,"Artemisia scopulorum","Asteraceae","vascular","DM","DM"
"2863","ARSC","Forb","67",1990,7,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2864","ARSC","Forb","36",1990,22,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2865","ARSC","Forb","30",1997,0,1,"Artemisia scopulorum","Asteraceae","vascular","DM","DM"
"2866","ARSC","Forb","24",2010,0,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2867","ARSC","Forb","72",2006,14,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2868","ARSC","Forb","11",1989,5,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2869","ARSC","Forb","70",2012,0,1,"Artemisia scopulorum","Asteraceae","vascular","DM","DM"
"2870","ARSC","Forb","34",2011,3,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2871","ARSC","Forb","4",1990,9,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2872","ARSC","Forb","43",2011,18,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2873","ARSC","Forb","43",2013,16,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2874","ARSC","Forb","501",2012,2,1,"Artemisia scopulorum","Asteraceae","vascular","DM","DM"
"2875","ARSC","Forb","38",1997,2,1,"Artemisia scopulorum","Asteraceae","vascular","SF","SF"
"2876","ARSC","Forb","23",2008,3,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2877","ARSC","Forb","23",2013,3,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2878","ARSC","Forb","21",2008,5,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2879","ARSC","Forb","43",1997,7,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2880","ARSC","Forb","34",2006,1,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2881","ARSC","Forb","30",2012,1,1,"Artemisia scopulorum","Asteraceae","vascular","DM","DM"
"2882","ARSC","Forb","60",2011,7,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2883","ARSC","Forb","50",1997,0,1,"Artemisia scopulorum","Asteraceae","vascular","DM","DM"
"2884","ARSC","Forb","20",2013,1,1,"Artemisia scopulorum","Asteraceae","vascular","FF","FF"
"2885","ARSC","Forb","15",1995,2,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2886","ARSC","Forb","33",1995,9,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2887","ARSC","Forb","57",1989,4,1,"Artemisia scopulorum","Asteraceae","vascular","WM","WM"
"2888","ARSC","Forb","36",2006,23,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2889","ARSC","Forb","30",2010,0,1,"Artemisia scopulorum","Asteraceae","vascular","DM","DM"
"2890","ARSC","Forb","11",2014,5,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2891","ARSC","Forb","31",1995,15,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2892","ARSC","Forb","45",2006,7,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2893","ARSC","Forb","11",1990,3,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2894","ARSC","Forb","40",2014,1,1,"Artemisia scopulorum","Asteraceae","vascular","DM","DM"
"2895","ARSC","Forb","69",2006,5,1,"Artemisia scopulorum","Asteraceae","vascular","DM","DM"
"2896","ARSC","Forb","64",1990,6,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2897","ARSC","Forb","36",1995,11,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2898","ARSC","Forb","60",1989,4,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2899","ARSC","Forb","12",2006,9,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2900","ARSC","Forb","401",2006,1,1,"Artemisia scopulorum","Asteraceae","vascular","DM","DM"
"2901","ARSC","Forb","6",2014,13,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2902","ARSC","Forb","43",2006,10,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2903","ARSC","Forb","51",1995,1,1,"Artemisia scopulorum","Asteraceae","vascular","FF","FF"
"2904","ARSC","Forb","17",2013,29,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2905","ARSC","Forb","79",2010,6,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2906","ARSC","Forb","46",1995,0,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2907","ARSC","Forb","52",2008,3,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2908","ARSC","Forb","40",2006,3,1,"Artemisia scopulorum","Asteraceae","vascular","DM","DM"
"2909","ARSC","Forb","32",1990,1,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2910","ARSC","Forb","101",1989,0,1,"Artemisia scopulorum","Asteraceae","vascular","FF","FF"
"2911","ARSC","Forb","17",2014,34,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2912","ARSC","Forb","47",2010,7,1,"Artemisia scopulorum","Asteraceae","vascular","WM","WM"
"2913","ARSC","Forb","401",2011,0,1,"Artemisia scopulorum","Asteraceae","vascular","DM","DM"
"2914","ARSC","Forb","2",1995,0,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2915","ARSC","Forb","59",2011,1,1,"Artemisia scopulorum","Asteraceae","vascular","DM","DM"
"2916","ARSC","Forb","14",2014,0,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2917","ARSC","Forb","201",2010,4,1,"Artemisia scopulorum","Asteraceae","vascular","FF","FF"
"2918","ARSC","Forb","67",2011,9,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2919","ARSC","Forb","11",2006,4,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2920","ARSC","Forb","35",2011,2,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2921","ARSC","Forb","32",2006,0,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2922","ARSC","Forb","50",1990,0,1,"Artemisia scopulorum","Asteraceae","vascular","DM","DM"
"2923","ARSC","Forb","64",1997,5,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2924","ARSC","Forb","75",2012,11,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2925","ARSC","Forb","8",2006,13,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2926","ARSC","Forb","22",1990,4,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2927","ARSC","Forb","26",2006,27,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2928","ARSC","Forb","24",1995,0,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2929","ARSC","Forb","47",1997,9,1,"Artemisia scopulorum","Asteraceae","vascular","WM","WM"
"2930","ARSC","Forb","17",1995,11,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2931","ARSC","Forb","61",2011,8,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2932","ARSC","Forb","61",2013,10,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2933","ARSC","Forb","4",2012,23,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2934","ARSC","Forb","601",2008,0,1,"Artemisia scopulorum","Asteraceae","vascular","DM","DM"
"2935","ARSC","Forb","32",2012,0,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2936","ARSC","Forb","40",2013,1,1,"Artemisia scopulorum","Asteraceae","vascular","DM","DM"
"2937","ARSC","Forb","401",1995,0,1,"Artemisia scopulorum","Asteraceae","vascular","DM","DM"
"2938","ARSC","Forb","70",1989,0,1,"Artemisia scopulorum","Asteraceae","vascular","DM","DM"
"2939","ARSC","Forb","59",2014,4,1,"Artemisia scopulorum","Asteraceae","vascular","DM","DM"
"2940","ARSC","Forb","61",2010,7,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2941","ARSC","Forb","26",2008,23,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2942","ARSC","Forb","201",1990,2,1,"Artemisia scopulorum","Asteraceae","vascular","FF","FF"
"2943","ARSC","Forb","69",2013,3,1,"Artemisia scopulorum","Asteraceae","vascular","DM","DM"
"2944","ARSC","Forb","47",2014,6,1,"Artemisia scopulorum","Asteraceae","vascular","WM","WM"
"2945","ARSC","Forb","6",1989,3,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2946","ARSC","Forb","6",1990,8,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2947","ARSC","Forb","7",1989,9,1,"Artemisia scopulorum","Asteraceae","vascular","WM","WM"
"2948","ARSC","Forb","47",2006,9,1,"Artemisia scopulorum","Asteraceae","vascular","WM","WM"
"2949","ARSC","Forb","80",1989,6,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2950","ARSC","Forb","20",2010,2,1,"Artemisia scopulorum","Asteraceae","vascular","FF","FF"
"2951","ARSC","Forb","17",1990,19,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2952","ARSC","Forb","35",2013,5,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2953","ARSC","Forb","74",1989,0,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2954","ARSC","Forb","36",2010,17,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2955","ARSC","Forb","46",1997,0,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2956","ARSC","Forb","68",1990,0,1,"Artemisia scopulorum","Asteraceae","vascular","WM","WM"
"2957","ARSC","Forb","60",1997,8,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2958","ARSC","Forb","29",2014,3,1,"Artemisia scopulorum","Asteraceae","vascular","FF","FF"
"2959","ARSC","Forb","67",1997,7,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2960","ARSC","Forb","17",2008,24,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2961","ARSC","Forb","37",1990,0,1,"Artemisia scopulorum","Asteraceae","vascular","ST","ST"
"2962","ARSC","Forb","24",2006,2,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2963","ARSC","Forb","29",2006,7,1,"Artemisia scopulorum","Asteraceae","vascular","FF","FF"
"2964","ARSC","Forb","17",2012,22,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2965","ARSC","Forb","75",2008,5,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2966","ARSC","Forb","51",2013,0,1,"Artemisia scopulorum","Asteraceae","vascular","FF","FF"
"2967","ARSC","Forb","50",2008,0,1,"Artemisia scopulorum","Asteraceae","vascular","DM","DM"
"2968","ARSC","Forb","61",2006,20,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2969","ARSC","Forb","78",2011,0,1,"Artemisia scopulorum","Asteraceae","vascular","DM","DM"
"2970","ARSC","Forb","73",1989,2,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2971","ARSC","Forb","27",2006,10,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2972","ARSC","Forb","5",2012,0,1,"Artemisia scopulorum","Asteraceae","vascular","SB","SB"
"2973","ARSC","Forb","35",2008,2,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2974","ARSC","Forb","101",2013,4,1,"Artemisia scopulorum","Asteraceae","vascular","FF","FF"
"2975","ARSC","Forb","31",2013,12,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2976","ARSC","Forb","62",2010,4,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2977","ARSC","Forb","69",1997,1,1,"Artemisia scopulorum","Asteraceae","vascular","DM","DM"
"2978","ARSC","Forb","74",2014,2,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2979","ARSC","Forb","21",1990,1,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2980","ARSC","Forb","15",2011,5,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2981","ARSC","Forb","7",2008,15,1,"Artemisia scopulorum","Asteraceae","vascular","WM","WM"
"2982","ARSC","Forb","35",2006,6,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2983","ARSC","Forb","14",1990,5,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2984","ARSC","Forb","80",2012,7,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2985","ARSC","Forb","32",2014,0,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2986","ARSC","Forb","20",2008,1,1,"Artemisia scopulorum","Asteraceae","vascular","FF","FF"
"2987","ARSC","Forb","38",2006,0,1,"Artemisia scopulorum","Asteraceae","vascular","SF","SF"
"2988","ARSC","Forb","49",2012,10,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2989","ARSC","Forb","17",2006,24,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2990","ARSC","Forb","19",2011,6,1,"Artemisia scopulorum","Asteraceae","vascular","FF","FF"
"2991","ARSC","Forb","54",1995,0,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"2992","ARSC","Forb","27",2012,10,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2993","ARSC","Forb","78",1989,0,1,"Artemisia scopulorum","Asteraceae","vascular","DM","DM"
"2994","ARSC","Forb","38",1990,6,1,"Artemisia scopulorum","Asteraceae","vascular","SF","SF"
"2995","ARSC","Forb","75",2006,9,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"2996","ARSC","Forb","65",2014,1,1,"Artemisia scopulorum","Asteraceae","vascular","SB-CAPY3","SB"
"2997","ARSC","Forb","7",2011,6,1,"Artemisia scopulorum","Asteraceae","vascular","WM","WM"
"2998","ARSC","Forb","58",2013,8,1,"Artemisia scopulorum","Asteraceae","vascular","FF","FF"
"2999","ARSC","Forb","43",2010,13,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"3000","ARSC","Forb","49",2014,10,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"3001","ARSC","Forb","32",1989,0,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"3002","ARSC","Forb","6",2011,5,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"3003","ARSC","Forb","29",2010,14,1,"Artemisia scopulorum","Asteraceae","vascular","FF","FF"
"3004","ARSC","Forb","38",2010,0,1,"Artemisia scopulorum","Asteraceae","vascular","SF","SF"
"3005","ARSC","Forb","11",1997,1,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"3006","ARSC","Forb","64",2010,17,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"3007","ARSC","Forb","27",1989,3,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"3008","ARSC","Forb","62",2014,1,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"3009","ARSC","Forb","69",2010,3,1,"Artemisia scopulorum","Asteraceae","vascular","DM","DM"
"3010","ARSC","Forb","11",2013,6,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"3011","ARSC","Forb","67",2008,9,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"3012","ARSC","Forb","58",1990,8,1,"Artemisia scopulorum","Asteraceae","vascular","FF","FF"
"3013","ARSC","Forb","28",2012,17,1,"Artemisia scopulorum","Asteraceae","vascular","SF","SF"
"3014","ARSC","Forb","49",2006,10,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"3015","ARSC","Forb","45",1990,2,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"3016","ARSC","Forb","26",1995,22,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"3017","ARSC","Forb","68",2008,4,1,"Artemisia scopulorum","Asteraceae","vascular","WM","WM"
"3018","ARSC","Forb","30",2006,0,1,"Artemisia scopulorum","Asteraceae","vascular","DM","DM"
"3019","ARSC","Forb","7",2014,8,1,"Artemisia scopulorum","Asteraceae","vascular","WM","WM"
"3020","ARSC","Forb","48",1995,0,1,"Artemisia scopulorum","Asteraceae","vascular","DM","DM"
"3021","ARSC","Forb","45",2014,7,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"3022","ARSC","Forb","21",1995,2,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"3023","ARSC","Forb","28",1995,0,1,"Artemisia scopulorum","Asteraceae","vascular","SF","SF"
"3024","ARSC","Forb","38",2014,0,1,"Artemisia scopulorum","Asteraceae","vascular","SF","SF"
"3025","ARSC","Forb","70",2013,0,1,"Artemisia scopulorum","Asteraceae","vascular","DM","DM"
"3026","ARSC","Forb","501",2011,3,1,"Artemisia scopulorum","Asteraceae","vascular","DM","DM"
"3027","ARSC","Forb","22",2012,11,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"3028","ARSC","Forb","17",1989,12,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"3029","ARSC","Forb","60",1990,5,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"3030","ARSC","Forb","65",2006,0,1,"Artemisia scopulorum","Asteraceae","vascular","SB-CAPY3","SB"
"3031","ARSC","Forb","27",2008,8,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"3032","ARSC","Forb","78",2006,0,1,"Artemisia scopulorum","Asteraceae","vascular","DM","DM"
"3033","ARSC","Forb","15",1989,7,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"3034","ARSC","Forb","64",2008,18,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"3035","ARSC","Forb","68",2011,6,1,"Artemisia scopulorum","Asteraceae","vascular","WM","WM"
"3036","ARSC","Forb","64",2013,21,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"3037","ARSC","Forb","78",1995,1,1,"Artemisia scopulorum","Asteraceae","vascular","DM","DM"
"3038","ARSC","Forb","38",2008,3,1,"Artemisia scopulorum","Asteraceae","vascular","SF","SF"
"3039","ARSC","Forb","58",2010,9,1,"Artemisia scopulorum","Asteraceae","vascular","FF","FF"
"3040","ARSC","Forb","25",2010,7,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"3041","ARSC","Forb","10",2006,4,1,"Artemisia scopulorum","Asteraceae","vascular","FF","FF"
"3042","ARSC","Forb","79",2013,1,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"3043","ARSC","Forb","68",2014,6,1,"Artemisia scopulorum","Asteraceae","vascular","WM","WM"
"3044","ARSC","Forb","34",1997,0,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"3045","ARSC","Forb","72",1989,12,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"3046","ARSC","Forb","101",2006,1,1,"Artemisia scopulorum","Asteraceae","vascular","FF","FF"
"3047","ARSC","Forb","58",1989,2,1,"Artemisia scopulorum","Asteraceae","vascular","FF","FF"
"3048","ARSC","Forb","37",1989,0,1,"Artemisia scopulorum","Asteraceae","vascular","ST","ST"
"3049","ARSC","Forb","8",2014,9,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"3050","ARSC","Forb","31",2006,24,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"3051","ARSC","Forb","26",2014,18,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"3052","ARSC","Forb","35",1989,1,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"3053","ARSC","Forb","6",2013,9,1,"Artemisia scopulorum","Asteraceae","vascular","SB-SIPR","SB"
"3054","ARSC","Forb","19",2013,3,1,"Artemisia scopulorum","Asteraceae","vascular","FF","FF"
"3055","ARSC","Forb","75",1995,2,1,"Artemisia scopulorum","Asteraceae","vascular","MM","MM"
"3056","ARSC","Forb","59",2008,4,1,"Artemisia scopulorum","Asteraceae","vascular","DM","DM"
"3057","ARSC","Forb","40",2010,0,1,"Artemisia scopulorum","Asteraceae","vascular","DM","DM"
