"SITE_ID","DATE","VARIABLE_UNITS","VARIABLE_NAME","VALUE","OBSERVATION_TYPE"
"13SW",1999,"PCT_COVER","CHLE",1,"TAXON_COUNT"
"13SW",2000,"PCT_COVER","CHLE",0,"TAXON_COUNT"
"13SW",2001,"PCT_COVER","CHLE",1,"TAXON_COUNT"
"13SW",2002,"PCT_COVER","CHLE",1.5,"TAXON_COUNT"
"13SW",2003,"PCT_COVER","CHLE",5,"TAXON_COUNT"
"13SW",2004,"PCT_COVER","CHLE",5,"TAXON_COUNT"
"13SW",2005,"PCT_COVER","CHLE",5,"TAXON_COUNT"
"13SW",2006,"PCT_COVER","CHLE",0,"TAXON_COUNT"
"24NE",1999,"PCT_COVER","CHLE",1,"TAXON_COUNT"
"24NE",2000,"PCT_COVER","CHLE",0,"TAXON_COUNT"
"24NE",2001,"PCT_COVER","CHLE",1,"TAXON_COUNT"
"24NE",2002,"PCT_COVER","CHLE",0,"TAXON_COUNT"
"24NE",2003,"PCT_COVER","CHLE",5,"TAXON_COUNT"
"24NE",2004,"PCT_COVER","CHLE",5,"TAXON_COUNT"
"24NE",2005,"PCT_COVER","CHLE",9.5,"TAXON_COUNT"
"24NE",2006,"PCT_COVER","CHLE",0.6,"TAXON_COUNT"
"25NE",1999,"PCT_COVER","CHLE",0,"TAXON_COUNT"
"25NE",2000,"PCT_COVER","CHLE",0,"TAXON_COUNT"
"25NE",2001,"PCT_COVER","CHLE",0,"TAXON_COUNT"
"25NE",2002,"PCT_COVER","CHLE",0,"TAXON_COUNT"
"25NE",2003,"PCT_COVER","CHLE",5,"TAXON_COUNT"
"25NE",2004,"PCT_COVER","CHLE",0,"TAXON_COUNT"
"25NE",2005,"PCT_COVER","CHLE",0,"TAXON_COUNT"
"25NE",2006,"PCT_COVER","CHLE",0,"TAXON_COUNT"
"26NW",1999,"PCT_COVER","CHLE",0,"TAXON_COUNT"
"26NW",2000,"PCT_COVER","CHLE",0,"TAXON_COUNT"
"26NW",2001,"PCT_COVER","CHLE",1,"TAXON_COUNT"
"26NW",2002,"PCT_COVER","CHLE",0,"TAXON_COUNT"
"26NW",2003,"PCT_COVER","CHLE",5,"TAXON_COUNT"
"26NW",2004,"PCT_COVER","CHLE",0,"TAXON_COUNT"
"26NW",2005,"PCT_COVER","CHLE",5,"TAXON_COUNT"
"26NW",2006,"PCT_COVER","CHLE",0,"TAXON_COUNT"
"27NE",1999,"PCT_COVER","CHLE",0,"TAXON_COUNT"
"27NE",2000,"PCT_COVER","CHLE",0,"TAXON_COUNT"
"27NE",2001,"PCT_COVER","CHLE",1,"TAXON_COUNT"
"27NE",2002,"PCT_COVER","CHLE",0,"TAXON_COUNT"
"27NE",2003,"PCT_COVER","CHLE",0,"TAXON_COUNT"
"27NE",2004,"PCT_COVER","CHLE",0,"TAXON_COUNT"
"27NE",2005,"PCT_COVER","CHLE",0,"TAXON_COUNT"
"27NE",2006,"PCT_COVER","CHLE",0,"TAXON_COUNT"
"13NW",1999,"PCT_COVER","CHLI",0,"TAXON_COUNT"
"13NW",2000,"PCT_COVER","CHLI",0,"TAXON_COUNT"
"13NW",2001,"PCT_COVER","CHLI",0,"TAXON_COUNT"
"13NW",2002,"PCT_COVER","CHLI",0,"TAXON_COUNT"
"13NW",2003,"PCT_COVER","CHLI",0,"TAXON_COUNT"
"13NW",2004,"PCT_COVER","CHLI",0,"TAXON_COUNT"
"13NW",2005,"PCT_COVER","CHLI",0,"TAXON_COUNT"
"13NW",2006,"PCT_COVER","CHLI",0,"TAXON_COUNT"
"13SW",1999,"PCT_COVER","CHLI",0,"TAXON_COUNT"
"13SW",2000,"PCT_COVER","CHLI",0,"TAXON_COUNT"
"13SW",2001,"PCT_COVER","CHLI",0,"TAXON_COUNT"
"13SW",2002,"PCT_COVER","CHLI",0,"TAXON_COUNT"
"13SW",2003,"PCT_COVER","CHLI",0,"TAXON_COUNT"
"13SW",2004,"PCT_COVER","CHLI",0,"TAXON_COUNT"
"13SW",2005,"PCT_COVER","CHLI",0,"TAXON_COUNT"
"13SW",2006,"PCT_COVER","CHLI",0,"TAXON_COUNT"
"24NE",1999,"PCT_COVER","CHLI",1,"TAXON_COUNT"
"24NE",2000,"PCT_COVER","CHLI",0,"TAXON_COUNT"
"24NE",2001,"PCT_COVER","CHLI",0,"TAXON_COUNT"
"24NE",2002,"PCT_COVER","CHLI",0,"TAXON_COUNT"
"24NE",2003,"PCT_COVER","CHLI",0,"TAXON_COUNT"
"24NE",2004,"PCT_COVER","CHLI",0,"TAXON_COUNT"
"24NE",2005,"PCT_COVER","CHLI",0,"TAXON_COUNT"
"24NE",2006,"PCT_COVER","CHLI",0,"TAXON_COUNT"
"25NE",1999,"PCT_COVER","CHLI",0,"TAXON_COUNT"
"25NE",2000,"PCT_COVER","CHLI",0,"TAXON_COUNT"
"25NE",2001,"PCT_COVER","CHLI",0,"TAXON_COUNT"
"25NE",2002,"PCT_COVER","CHLI",0,"TAXON_COUNT"
"25NE",2003,"PCT_COVER","CHLI",0,"TAXON_COUNT"
"25NE",2004,"PCT_COVER","CHLI",0,"TAXON_COUNT"
"25NE",2005,"PCT_COVER","CHLI",0,"TAXON_COUNT"
"25NE",2006,"PCT_COVER","CHLI",0,"TAXON_COUNT"
"26NW",1999,"PCT_COVER","CHLI",1,"TAXON_COUNT"
"26NW",2000,"PCT_COVER","CHLI",0,"TAXON_COUNT"
"26NW",2001,"PCT_COVER","CHLI",0,"TAXON_COUNT"
"26NW",2002,"PCT_COVER","CHLI",0,"TAXON_COUNT"
"26NW",2003,"PCT_COVER","CHLI",0,"TAXON_COUNT"
"26NW",2004,"PCT_COVER","CHLI",0,"TAXON_COUNT"
"26NW",2005,"PCT_COVER","CHLI",0,"TAXON_COUNT"
"26NW",2006,"PCT_COVER","CHLI",0,"TAXON_COUNT"
"27NE",1999,"PCT_COVER","CHLI",0,"TAXON_COUNT"
"27NE",2000,"PCT_COVER","CHLI",0,"TAXON_COUNT"
"27NE",2001,"PCT_COVER","CHLI",0,"TAXON_COUNT"
"27NE",2002,"PCT_COVER","CHLI",0,"TAXON_COUNT"
"27NE",2003,"PCT_COVER","CHLI",0,"TAXON_COUNT"
"27NE",2004,"PCT_COVER","CHLI",0,"TAXON_COUNT"
"27NE",2005,"PCT_COVER","CHLI",0,"TAXON_COUNT"
"27NE",2006,"PCT_COVER","CHLI",0,"TAXON_COUNT"
"13NW",1999,"PCT_COVER","CHOW",0,"TAXON_COUNT"
"13NW",2000,"PCT_COVER","CHOW",0,"TAXON_COUNT"
"13NW",2001,"PCT_COVER","CHOW",0,"TAXON_COUNT"
"13NW",2002,"PCT_COVER","CHOW",0,"TAXON_COUNT"
"13NW",2003,"PCT_COVER","CHOW",0,"TAXON_COUNT"
"13NW",2004,"PCT_COVER","CHOW",0,"TAXON_COUNT"
"13NW",2005,"PCT_COVER","CHOW",0,"TAXON_COUNT"
"13NW",2006,"PCT_COVER","CHOW",0,"TAXON_COUNT"
"13SW",1999,"PCT_COVER","CHOW",0,"TAXON_COUNT"
"13SW",2000,"PCT_COVER","CHOW",0,"TAXON_COUNT"
"13SW",2001,"PCT_COVER","CHOW",0,"TAXON_COUNT"
"13SW",2002,"PCT_COVER","CHOW",0,"TAXON_COUNT"
"13SW",2003,"PCT_COVER","CHOW",0,"TAXON_COUNT"
"13SW",2004,"PCT_COVER","CHOW",0,"TAXON_COUNT"
"13SW",2005,"PCT_COVER","CHOW",0,"TAXON_COUNT"
"13SW",2006,"PCT_COVER","CHOW",0,"TAXON_COUNT"
"24NE",1999,"PCT_COVER","CHOW",0,"TAXON_COUNT"
"24NE",2000,"PCT_COVER","CHOW",0,"TAXON_COUNT"
"24NE",2001,"PCT_COVER","CHOW",0,"TAXON_COUNT"
"24NE",2002,"PCT_COVER","CHOW",0,"TAXON_COUNT"
"24NE",2003,"PCT_COVER","CHOW",0,"TAXON_COUNT"
"24NE",2004,"PCT_COVER","CHOW",5,"TAXON_COUNT"
"24NE",2005,"PCT_COVER","CHOW",0,"TAXON_COUNT"
"24NE",2006,"PCT_COVER","CHOW",0,"TAXON_COUNT"
"25NE",1999,"PCT_COVER","CHOW",0,"TAXON_COUNT"
"25NE",2000,"PCT_COVER","CHOW",0,"TAXON_COUNT"
"25NE",2001,"PCT_COVER","CHOW",0,"TAXON_COUNT"
"25NE",2002,"PCT_COVER","CHOW",0,"TAXON_COUNT"
"25NE",2003,"PCT_COVER","CHOW",0,"TAXON_COUNT"
"25NE",2004,"PCT_COVER","CHOW",0,"TAXON_COUNT"
"25NE",2005,"PCT_COVER","CHOW",0,"TAXON_COUNT"
"25NE",2006,"PCT_COVER","CHOW",0,"TAXON_COUNT"
"26NW",1999,"PCT_COVER","CHOW",0,"TAXON_COUNT"
"26NW",2000,"PCT_COVER","CHOW",0,"TAXON_COUNT"
"26NW",2001,"PCT_COVER","CHOW",0,"TAXON_COUNT"
"26NW",2002,"PCT_COVER","CHOW",0,"TAXON_COUNT"
"26NW",2003,"PCT_COVER","CHOW",0,"TAXON_COUNT"
"26NW",2004,"PCT_COVER","CHOW",0,"TAXON_COUNT"
"26NW",2005,"PCT_COVER","CHOW",0,"TAXON_COUNT"
"26NW",2006,"PCT_COVER","CHOW",0,"TAXON_COUNT"
"27NE",1999,"PCT_COVER","CHOW",0,"TAXON_COUNT"
"27NE",2000,"PCT_COVER","CHOW",0,"TAXON_COUNT"
"27NE",2001,"PCT_COVER","CHOW",0,"TAXON_COUNT"
"27NE",2002,"PCT_COVER","CHOW",0,"TAXON_COUNT"
"27NE",2003,"PCT_COVER","CHOW",0,"TAXON_COUNT"
"27NE",2004,"PCT_COVER","CHOW",0,"TAXON_COUNT"
"27NE",2005,"PCT_COVER","CHOW",0,"TAXON_COUNT"
"27NE",2006,"PCT_COVER","CHOW",0,"TAXON_COUNT"
"13NW",1999,"PCT_COVER","CHVE",0,"TAXON_COUNT"
"13NW",2000,"PCT_COVER","CHVE",0,"TAXON_COUNT"
"13NW",2001,"PCT_COVER","CHVE",0,"TAXON_COUNT"
"13NW",2002,"PCT_COVER","CHVE",0,"TAXON_COUNT"
"13NW",2003,"PCT_COVER","CHVE",0,"TAXON_COUNT"
"13NW",2004,"PCT_COVER","CHVE",0,"TAXON_COUNT"
"13NW",2005,"PCT_COVER","CHVE",0,"TAXON_COUNT"
"13NW",2006,"PCT_COVER","CHVE",0,"TAXON_COUNT"
"13SW",1999,"PCT_COVER","CHVE",0,"TAXON_COUNT"
"13SW",2000,"PCT_COVER","CHVE",0,"TAXON_COUNT"
"13SW",2001,"PCT_COVER","CHVE",0,"TAXON_COUNT"
"13SW",2002,"PCT_COVER","CHVE",0,"TAXON_COUNT"
"13SW",2003,"PCT_COVER","CHVE",0,"TAXON_COUNT"
"13SW",2004,"PCT_COVER","CHVE",0,"TAXON_COUNT"
"13SW",2005,"PCT_COVER","CHVE",0,"TAXON_COUNT"
"13SW",2006,"PCT_COVER","CHVE",0,"TAXON_COUNT"
"24NE",1999,"PCT_COVER","CHVE",0,"TAXON_COUNT"
"24NE",2000,"PCT_COVER","CHVE",0,"TAXON_COUNT"
"24NE",2001,"PCT_COVER","CHVE",0,"TAXON_COUNT"
"24NE",2002,"PCT_COVER","CHVE",0,"TAXON_COUNT"
"24NE",2003,"PCT_COVER","CHVE",20,"TAXON_COUNT"
"24NE",2004,"PCT_COVER","CHVE",0,"TAXON_COUNT"
"24NE",2005,"PCT_COVER","CHVE",0,"TAXON_COUNT"
"24NE",2006,"PCT_COVER","CHVE",0,"TAXON_COUNT"
"25NE",1999,"PCT_COVER","CHVE",0,"TAXON_COUNT"
"25NE",2000,"PCT_COVER","CHVE",0,"TAXON_COUNT"
"25NE",2001,"PCT_COVER","CHVE",0,"TAXON_COUNT"
"25NE",2002,"PCT_COVER","CHVE",0,"TAXON_COUNT"
"25NE",2003,"PCT_COVER","CHVE",0,"TAXON_COUNT"
"25NE",2004,"PCT_COVER","CHVE",0,"TAXON_COUNT"
"25NE",2005,"PCT_COVER","CHVE",0,"TAXON_COUNT"
"25NE",2006,"PCT_COVER","CHVE",0,"TAXON_COUNT"
"26NW",1999,"PCT_COVER","CHVE",0,"TAXON_COUNT"
"26NW",2000,"PCT_COVER","CHVE",0,"TAXON_COUNT"
"26NW",2001,"PCT_COVER","CHVE",0,"TAXON_COUNT"
"26NW",2002,"PCT_COVER","CHVE",0,"TAXON_COUNT"
"26NW",2003,"PCT_COVER","CHVE",0,"TAXON_COUNT"
"26NW",2004,"PCT_COVER","CHVE",0,"TAXON_COUNT"
"26NW",2005,"PCT_COVER","CHVE",0,"TAXON_COUNT"
"26NW",2006,"PCT_COVER","CHVE",0,"TAXON_COUNT"
"27NE",1999,"PCT_COVER","CHVE",0,"TAXON_COUNT"
"27NE",2000,"PCT_COVER","CHVE",0,"TAXON_COUNT"
"27NE",2001,"PCT_COVER","CHVE",0,"TAXON_COUNT"
"27NE",2002,"PCT_COVER","CHVE",0,"TAXON_COUNT"
"27NE",2003,"PCT_COVER","CHVE",0,"TAXON_COUNT"
"27NE",2004,"PCT_COVER","CHVE",0,"TAXON_COUNT"
"27NE",2005,"PCT_COVER","CHVE",0,"TAXON_COUNT"
"27NE",2006,"PCT_COVER","CHVE",0,"TAXON_COUNT"
"13NW",1999,"PCT_COVER","CHVI",1,"TAXON_COUNT"
"13NW",2000,"PCT_COVER","CHVI",0,"TAXON_COUNT"
"13NW",2001,"PCT_COVER","CHVI",0,"TAXON_COUNT"
"13NW",2002,"PCT_COVER","CHVI",0,"TAXON_COUNT"
"13NW",2003,"PCT_COVER","CHVI",0,"TAXON_COUNT"
"13NW",2004,"PCT_COVER","CHVI",0,"TAXON_COUNT"
"13NW",2005,"PCT_COVER","CHVI",0,"TAXON_COUNT"
"13NW",2006,"PCT_COVER","CHVI",0,"TAXON_COUNT"
"13SW",1999,"PCT_COVER","CHVI",10,"TAXON_COUNT"
"13SW",2000,"PCT_COVER","CHVI",0,"TAXON_COUNT"
"13SW",2001,"PCT_COVER","CHVI",5,"TAXON_COUNT"
"13SW",2002,"PCT_COVER","CHVI",0,"TAXON_COUNT"
"13SW",2003,"PCT_COVER","CHVI",0,"TAXON_COUNT"
"13SW",2004,"PCT_COVER","CHVI",5,"TAXON_COUNT"
"13SW",2005,"PCT_COVER","CHVI",0,"TAXON_COUNT"
"13SW",2006,"PCT_COVER","CHVI",0,"TAXON_COUNT"
"24NE",1999,"PCT_COVER","CHVI",0,"TAXON_COUNT"
"24NE",2000,"PCT_COVER","CHVI",0,"TAXON_COUNT"
"24NE",2001,"PCT_COVER","CHVI",0,"TAXON_COUNT"
"24NE",2002,"PCT_COVER","CHVI",0,"TAXON_COUNT"
"24NE",2003,"PCT_COVER","CHVI",5,"TAXON_COUNT"
"24NE",2004,"PCT_COVER","CHVI",0,"TAXON_COUNT"
"24NE",2005,"PCT_COVER","CHVI",15,"TAXON_COUNT"
"24NE",2006,"PCT_COVER","CHVI",0,"TAXON_COUNT"
"25NE",1999,"PCT_COVER","CHVI",0,"TAXON_COUNT"
"25NE",2000,"PCT_COVER","CHVI",0,"TAXON_COUNT"
"25NE",2001,"PCT_COVER","CHVI",0,"TAXON_COUNT"
"25NE",2002,"PCT_COVER","CHVI",0,"TAXON_COUNT"
"25NE",2003,"PCT_COVER","CHVI",0,"TAXON_COUNT"
"25NE",2004,"PCT_COVER","CHVI",0,"TAXON_COUNT"
"25NE",2005,"PCT_COVER","CHVI",0,"TAXON_COUNT"
"25NE",2006,"PCT_COVER","CHVI",0,"TAXON_COUNT"
"26NW",1999,"PCT_COVER","CHVI",0,"TAXON_COUNT"
"26NW",2000,"PCT_COVER","CHVI",0,"TAXON_COUNT"
"26NW",2001,"PCT_COVER","CHVI",0,"TAXON_COUNT"
"26NW",2002,"PCT_COVER","CHVI",0,"TAXON_COUNT"
"26NW",2003,"PCT_COVER","CHVI",0,"TAXON_COUNT"
"26NW",2004,"PCT_COVER","CHVI",0,"TAXON_COUNT"
"26NW",2005,"PCT_COVER","CHVI",10,"TAXON_COUNT"
"26NW",2006,"PCT_COVER","CHVI",0.2,"TAXON_COUNT"
"27NE",1999,"PCT_COVER","CHVI",0,"TAXON_COUNT"
"27NE",2000,"PCT_COVER","CHVI",0,"TAXON_COUNT"
"27NE",2001,"PCT_COVER","CHVI",1,"TAXON_COUNT"
"27NE",2002,"PCT_COVER","CHVI",0,"TAXON_COUNT"
"27NE",2003,"PCT_COVER","CHVI",10,"TAXON_COUNT"
"27NE",2004,"PCT_COVER","CHVI",0,"TAXON_COUNT"
"27NE",2005,"PCT_COVER","CHVI",20,"TAXON_COUNT"
"27NE",2006,"PCT_COVER","CHVI",0,"TAXON_COUNT"
"13NW",1999,"PCT_COVER","CIAB",0,"TAXON_COUNT"
"13NW",2000,"PCT_COVER","CIAB",0,"TAXON_COUNT"
"13NW",2001,"PCT_COVER","CIAB",0,"TAXON_COUNT"
"13NW",2002,"PCT_COVER","CIAB",0,"TAXON_COUNT"
"13NW",2003,"PCT_COVER","CIAB",5,"TAXON_COUNT"
"13NW",2004,"PCT_COVER","CIAB",0,"TAXON_COUNT"
"13NW",2005,"PCT_COVER","CIAB",0,"TAXON_COUNT"
"13NW",2006,"PCT_COVER","CIAB",0,"TAXON_COUNT"
"13SW",1999,"PCT_COVER","CIAB",0,"TAXON_COUNT"
"13SW",2000,"PCT_COVER","CIAB",0,"TAXON_COUNT"
"13SW",2001,"PCT_COVER","CIAB",0,"TAXON_COUNT"
"13SW",2002,"PCT_COVER","CIAB",0,"TAXON_COUNT"
"13SW",2003,"PCT_COVER","CIAB",0,"TAXON_COUNT"
"13SW",2004,"PCT_COVER","CIAB",0,"TAXON_COUNT"
"13SW",2005,"PCT_COVER","CIAB",0,"TAXON_COUNT"
"13SW",2006,"PCT_COVER","CIAB",0,"TAXON_COUNT"
"24NE",1999,"PCT_COVER","CIAB",0,"TAXON_COUNT"
"24NE",2000,"PCT_COVER","CIAB",0,"TAXON_COUNT"
"24NE",2001,"PCT_COVER","CIAB",0,"TAXON_COUNT"
"24NE",2002,"PCT_COVER","CIAB",0,"TAXON_COUNT"
"24NE",2003,"PCT_COVER","CIAB",0,"TAXON_COUNT"
"24NE",2004,"PCT_COVER","CIAB",0,"TAXON_COUNT"
"24NE",2005,"PCT_COVER","CIAB",0,"TAXON_COUNT"
"24NE",2006,"PCT_COVER","CIAB",0,"TAXON_COUNT"
"25NE",1999,"PCT_COVER","CIAB",0,"TAXON_COUNT"
"25NE",2000,"PCT_COVER","CIAB",0,"TAXON_COUNT"
"25NE",2001,"PCT_COVER","CIAB",0,"TAXON_COUNT"
"25NE",2002,"PCT_COVER","CIAB",0,"TAXON_COUNT"
"25NE",2003,"PCT_COVER","CIAB",0,"TAXON_COUNT"
"25NE",2004,"PCT_COVER","CIAB",0,"TAXON_COUNT"
"25NE",2005,"PCT_COVER","CIAB",0,"TAXON_COUNT"
"25NE",2006,"PCT_COVER","CIAB",0,"TAXON_COUNT"
"26NW",1999,"PCT_COVER","CIAB",0,"TAXON_COUNT"
"26NW",2000,"PCT_COVER","CIAB",0,"TAXON_COUNT"
"26NW",2001,"PCT_COVER","CIAB",0,"TAXON_COUNT"
"26NW",2002,"PCT_COVER","CIAB",0,"TAXON_COUNT"
"26NW",2003,"PCT_COVER","CIAB",0,"TAXON_COUNT"
"26NW",2004,"PCT_COVER","CIAB",0,"TAXON_COUNT"
"26NW",2005,"PCT_COVER","CIAB",0,"TAXON_COUNT"
"26NW",2006,"PCT_COVER","CIAB",0,"TAXON_COUNT"
"27NE",1999,"PCT_COVER","CIAB",0,"TAXON_COUNT"
"27NE",2000,"PCT_COVER","CIAB",0,"TAXON_COUNT"
"27NE",2001,"PCT_COVER","CIAB",0,"TAXON_COUNT"
"27NE",2002,"PCT_COVER","CIAB",0,"TAXON_COUNT"
"27NE",2003,"PCT_COVER","CIAB",0,"TAXON_COUNT"
"27NE",2004,"PCT_COVER","CIAB",0,"TAXON_COUNT"
"27NE",2005,"PCT_COVER","CIAB",0,"TAXON_COUNT"
"27NE",2006,"PCT_COVER","CIAB",0,"TAXON_COUNT"
"13NW",1999,"PCT_COVER","CIJU",0,"TAXON_COUNT"
"13NW",2000,"PCT_COVER","CIJU",0,"TAXON_COUNT"
"13NW",2001,"PCT_COVER","CIJU",0,"TAXON_COUNT"
"13NW",2002,"PCT_COVER","CIJU",0,"TAXON_COUNT"
"13NW",2003,"PCT_COVER","CIJU",0,"TAXON_COUNT"
"13NW",2004,"PCT_COVER","CIJU",0,"TAXON_COUNT"
"13NW",2005,"PCT_COVER","CIJU",0,"TAXON_COUNT"
"13NW",2006,"PCT_COVER","CIJU",0,"TAXON_COUNT"
"13SW",1999,"PCT_COVER","CIJU",0,"TAXON_COUNT"
"13SW",2000,"PCT_COVER","CIJU",0,"TAXON_COUNT"
"13SW",2001,"PCT_COVER","CIJU",0,"TAXON_COUNT"
"13SW",2002,"PCT_COVER","CIJU",0,"TAXON_COUNT"
"13SW",2003,"PCT_COVER","CIJU",0,"TAXON_COUNT"
"13SW",2004,"PCT_COVER","CIJU",0,"TAXON_COUNT"
"13SW",2005,"PCT_COVER","CIJU",0,"TAXON_COUNT"
"13SW",2006,"PCT_COVER","CIJU",0,"TAXON_COUNT"
"24NE",1999,"PCT_COVER","CIJU",0,"TAXON_COUNT"
"24NE",2000,"PCT_COVER","CIJU",0,"TAXON_COUNT"
"24NE",2001,"PCT_COVER","CIJU",0,"TAXON_COUNT"
"24NE",2002,"PCT_COVER","CIJU",0,"TAXON_COUNT"
"24NE",2003,"PCT_COVER","CIJU",3,"TAXON_COUNT"
"24NE",2004,"PCT_COVER","CIJU",0,"TAXON_COUNT"
"24NE",2005,"PCT_COVER","CIJU",0,"TAXON_COUNT"
"24NE",2006,"PCT_COVER","CIJU",0,"TAXON_COUNT"
"25NE",1999,"PCT_COVER","CIJU",0,"TAXON_COUNT"
"25NE",2000,"PCT_COVER","CIJU",0,"TAXON_COUNT"
"25NE",2001,"PCT_COVER","CIJU",0,"TAXON_COUNT"
"25NE",2002,"PCT_COVER","CIJU",0,"TAXON_COUNT"
"25NE",2003,"PCT_COVER","CIJU",0,"TAXON_COUNT"
"25NE",2004,"PCT_COVER","CIJU",0,"TAXON_COUNT"
"25NE",2005,"PCT_COVER","CIJU",0,"TAXON_COUNT"
"25NE",2006,"PCT_COVER","CIJU",0,"TAXON_COUNT"
"26NW",1999,"PCT_COVER","CIJU",0,"TAXON_COUNT"
"26NW",2000,"PCT_COVER","CIJU",0,"TAXON_COUNT"
"26NW",2001,"PCT_COVER","CIJU",0,"TAXON_COUNT"
"26NW",2002,"PCT_COVER","CIJU",0,"TAXON_COUNT"
"26NW",2003,"PCT_COVER","CIJU",0,"TAXON_COUNT"
"26NW",2004,"PCT_COVER","CIJU",0,"TAXON_COUNT"
"26NW",2005,"PCT_COVER","CIJU",0,"TAXON_COUNT"
"26NW",2006,"PCT_COVER","CIJU",0,"TAXON_COUNT"
"27NE",1999,"PCT_COVER","CIJU",0,"TAXON_COUNT"
"27NE",2000,"PCT_COVER","CIJU",0,"TAXON_COUNT"
"27NE",2001,"PCT_COVER","CIJU",0,"TAXON_COUNT"
"27NE",2002,"PCT_COVER","CIJU",0,"TAXON_COUNT"
"27NE",2003,"PCT_COVER","CIJU",0,"TAXON_COUNT"
"27NE",2004,"PCT_COVER","CIJU",0,"TAXON_COUNT"
"27NE",2005,"PCT_COVER","CIJU",0,"TAXON_COUNT"
"27NE",2006,"PCT_COVER","CIJU",0,"TAXON_COUNT"
"13NW",1999,"PCT_COVER","COCA",0,"TAXON_COUNT"
"13NW",2000,"PCT_COVER","COCA",0,"TAXON_COUNT"
"13NW",2001,"PCT_COVER","COCA",0,"TAXON_COUNT"
"13NW",2002,"PCT_COVER","COCA",0,"TAXON_COUNT"
"13NW",2003,"PCT_COVER","COCA",0,"TAXON_COUNT"
"13NW",2004,"PCT_COVER","COCA",0,"TAXON_COUNT"
"13NW",2005,"PCT_COVER","COCA",0,"TAXON_COUNT"
"13NW",2006,"PCT_COVER","COCA",0,"TAXON_COUNT"
"13SW",1999,"PCT_COVER","COCA",0,"TAXON_COUNT"
"13SW",2000,"PCT_COVER","COCA",0,"TAXON_COUNT"
"13SW",2001,"PCT_COVER","COCA",0,"TAXON_COUNT"
"13SW",2002,"PCT_COVER","COCA",0,"TAXON_COUNT"
"13SW",2003,"PCT_COVER","COCA",0,"TAXON_COUNT"
"13SW",2004,"PCT_COVER","COCA",0,"TAXON_COUNT"
"13SW",2005,"PCT_COVER","COCA",0,"TAXON_COUNT"
"13SW",2006,"PCT_COVER","COCA",0,"TAXON_COUNT"
"24NE",1999,"PCT_COVER","COCA",0,"TAXON_COUNT"
"24NE",2000,"PCT_COVER","COCA",0,"TAXON_COUNT"
"24NE",2001,"PCT_COVER","COCA",0,"TAXON_COUNT"
"24NE",2002,"PCT_COVER","COCA",0,"TAXON_COUNT"
"24NE",2003,"PCT_COVER","COCA",0,"TAXON_COUNT"
"24NE",2004,"PCT_COVER","COCA",0,"TAXON_COUNT"
"24NE",2005,"PCT_COVER","COCA",0,"TAXON_COUNT"
"24NE",2006,"PCT_COVER","COCA",0,"TAXON_COUNT"
"25NE",1999,"PCT_COVER","COCA",0,"TAXON_COUNT"
"25NE",2000,"PCT_COVER","COCA",0,"TAXON_COUNT"
"25NE",2001,"PCT_COVER","COCA",0,"TAXON_COUNT"
"25NE",2002,"PCT_COVER","COCA",0,"TAXON_COUNT"
"25NE",2003,"PCT_COVER","COCA",0,"TAXON_COUNT"
"25NE",2004,"PCT_COVER","COCA",0,"TAXON_COUNT"
"25NE",2005,"PCT_COVER","COCA",0,"TAXON_COUNT"
"25NE",2006,"PCT_COVER","COCA",0,"TAXON_COUNT"
"26NW",1999,"PCT_COVER","COCA",0,"TAXON_COUNT"
"26NW",2000,"PCT_COVER","COCA",0,"TAXON_COUNT"
"26NW",2001,"PCT_COVER","COCA",0,"TAXON_COUNT"
"26NW",2002,"PCT_COVER","COCA",0,"TAXON_COUNT"
"26NW",2003,"PCT_COVER","COCA",0,"TAXON_COUNT"
"26NW",2004,"PCT_COVER","COCA",0,"TAXON_COUNT"
"26NW",2005,"PCT_COVER","COCA",0,"TAXON_COUNT"
"26NW",2006,"PCT_COVER","COCA",0,"TAXON_COUNT"
"27NE",1999,"PCT_COVER","COCA",1,"TAXON_COUNT"
"27NE",2000,"PCT_COVER","COCA",0,"TAXON_COUNT"
"27NE",2001,"PCT_COVER","COCA",1,"TAXON_COUNT"
"27NE",2002,"PCT_COVER","COCA",0,"TAXON_COUNT"
"27NE",2003,"PCT_COVER","COCA",0,"TAXON_COUNT"
"27NE",2004,"PCT_COVER","COCA",0,"TAXON_COUNT"
"27NE",2005,"PCT_COVER","COCA",0,"TAXON_COUNT"
"27NE",2006,"PCT_COVER","COCA",0,"TAXON_COUNT"
"13NW",1999,"PCT_COVER","COVI",0,"TAXON_COUNT"
"13NW",2000,"PCT_COVER","COVI",0,"TAXON_COUNT"
"13NW",2001,"PCT_COVER","COVI",0,"TAXON_COUNT"
"13NW",2002,"PCT_COVER","COVI",0,"TAXON_COUNT"
"13NW",2003,"PCT_COVER","COVI",0,"TAXON_COUNT"
"13NW",2004,"PCT_COVER","COVI",0,"TAXON_COUNT"
"13NW",2005,"PCT_COVER","COVI",0,"TAXON_COUNT"
"13NW",2006,"PCT_COVER","COVI",0,"TAXON_COUNT"
"13SW",1999,"PCT_COVER","COVI",0,"TAXON_COUNT"
"13SW",2000,"PCT_COVER","COVI",0,"TAXON_COUNT"
"13SW",2001,"PCT_COVER","COVI",0,"TAXON_COUNT"
"13SW",2002,"PCT_COVER","COVI",0,"TAXON_COUNT"
