"OBSERVATION_TYPE","SITE_ID","DATE","VARIABLE_UNITS","VARIABLE_NAME","VALUE"
"TAXON_COUNT","TB",2004,"max annual density; number per liter","ASPLANCHNA",0
"TAXON_COUNT","TB",2005,"max annual density; number per liter","ASPLANCHNA",0
"TAXON_COUNT","TB",2006,"max annual density; number per liter","ASPLANCHNA",0
"TAXON_COUNT","TB",2007,"max annual density; number per liter","ASPLANCHNA",0
"TAXON_COUNT","TB",2008,"max annual density; number per liter","ASPLANCHNA",0
"TAXON_COUNT","TB",2009,"max annual density; number per liter","ASPLANCHNA",0.28
"TAXON_COUNT","TB",2010,"max annual density; number per liter","ASPLANCHNA",0
"TAXON_COUNT","TB",2011,"max annual density; number per liter","ASPLANCHNA",0
"TAXON_COUNT","TB",2012,"max annual density; number per liter","ASPLANCHNA",0
"TAXON_COUNT","TB",2013,"max annual density; number per liter","ASPLANCHNA",0
"TAXON_COUNT","TB",2014,"max annual density; number per liter","ASPLANCHNA",0
"TAXON_COUNT","TB",2015,"max annual density; number per liter","ASPLANCHNA",0
"TAXON_COUNT","TR",1982,"max annual density; number per liter","ASPLANCHNA",5.54
"TAXON_COUNT","TR",1983,"max annual density; number per liter","ASPLANCHNA",22.72
"TAXON_COUNT","TR",1984,"max annual density; number per liter","ASPLANCHNA",4.8
"TAXON_COUNT","TR",1985,"max annual density; number per liter","ASPLANCHNA",9.2
"TAXON_COUNT","TR",1986,"max annual density; number per liter","ASPLANCHNA",6.95
"TAXON_COUNT","TR",1987,"max annual density; number per liter","ASPLANCHNA",32.79
"TAXON_COUNT","TR",1988,"max annual density; number per liter","ASPLANCHNA",16.04
"TAXON_COUNT","TR",1989,"max annual density; number per liter","ASPLANCHNA",9.07
"TAXON_COUNT","TR",1990,"max annual density; number per liter","ASPLANCHNA",10.5
"TAXON_COUNT","TR",1991,"max annual density; number per liter","ASPLANCHNA",2.1
"TAXON_COUNT","TR",1992,"max annual density; number per liter","ASPLANCHNA",7.4
"TAXON_COUNT","TR",1993,"max annual density; number per liter","ASPLANCHNA",5.3
"TAXON_COUNT","TR",1994,"max annual density; number per liter","ASPLANCHNA",6.3
"TAXON_COUNT","TR",1995,"max annual density; number per liter","ASPLANCHNA",4.2
"TAXON_COUNT","TR",1996,"max annual density; number per liter","ASPLANCHNA",6.8
"TAXON_COUNT","TR",1997,"max annual density; number per liter","ASPLANCHNA",5.3
"TAXON_COUNT","TR",1998,"max annual density; number per liter","ASPLANCHNA",5.8
"TAXON_COUNT","TR",1999,"max annual density; number per liter","ASPLANCHNA",2.1
"TAXON_COUNT","TR",2000,"max annual density; number per liter","ASPLANCHNA",3.7
"TAXON_COUNT","TR",2001,"max annual density; number per liter","ASPLANCHNA",15.1
"TAXON_COUNT","TR",2002,"max annual density; number per liter","ASPLANCHNA",9
"TAXON_COUNT","TR",2003,"max annual density; number per liter","ASPLANCHNA",7.3
"TAXON_COUNT","TR",2004,"max annual density; number per liter","ASPLANCHNA",9
"TAXON_COUNT","TR",2005,"max annual density; number per liter","ASPLANCHNA",6.2
"TAXON_COUNT","TR",2006,"max annual density; number per liter","ASPLANCHNA",0
"TAXON_COUNT","TR",2007,"max annual density; number per liter","ASPLANCHNA",11.2
"TAXON_COUNT","TR",2008,"max annual density; number per liter","ASPLANCHNA",7
"TAXON_COUNT","TR",2009,"max annual density; number per liter","ASPLANCHNA",10.64
"TAXON_COUNT","TR",2010,"max annual density; number per liter","ASPLANCHNA",7.28
"TAXON_COUNT","TR",2011,"max annual density; number per liter","ASPLANCHNA",25.2
"TAXON_COUNT","TR",2012,"max annual density; number per liter","ASPLANCHNA",7.84
"TAXON_COUNT","TR",2013,"max annual density; number per liter","ASPLANCHNA",2.52
"TAXON_COUNT","TR",2014,"max annual density; number per liter","ASPLANCHNA",1.12
"TAXON_COUNT","TR",2015,"max annual density; number per liter","ASPLANCHNA",0.84
"TAXON_COUNT","AL",1982,"max annual density; number per liter","BOSMINIDAE",2.8
"TAXON_COUNT","AL",1983,"max annual density; number per liter","BOSMINIDAE",0.7
"TAXON_COUNT","AL",1984,"max annual density; number per liter","BOSMINIDAE",26.1
"TAXON_COUNT","AL",1985,"max annual density; number per liter","BOSMINIDAE",2
"TAXON_COUNT","AL",1986,"max annual density; number per liter","BOSMINIDAE",1.1
"TAXON_COUNT","AL",1987,"max annual density; number per liter","BOSMINIDAE",4.1
"TAXON_COUNT","AL",1988,"max annual density; number per liter","BOSMINIDAE",1.8
"TAXON_COUNT","AL",1989,"max annual density; number per liter","BOSMINIDAE",0.5
"TAXON_COUNT","AL",1990,"max annual density; number per liter","BOSMINIDAE",3.2
"TAXON_COUNT","AL",1991,"max annual density; number per liter","BOSMINIDAE",18.4
"TAXON_COUNT","AL",1992,"max annual density; number per liter","BOSMINIDAE",8.9
"TAXON_COUNT","AL",1993,"max annual density; number per liter","BOSMINIDAE",2.6
"TAXON_COUNT","AL",1994,"max annual density; number per liter","BOSMINIDAE",6.3
"TAXON_COUNT","AL",1995,"max annual density; number per liter","BOSMINIDAE",7.9
"TAXON_COUNT","AL",1996,"max annual density; number per liter","BOSMINIDAE",1.6
"TAXON_COUNT","AL",1997,"max annual density; number per liter","BOSMINIDAE",2.1
"TAXON_COUNT","AL",1998,"max annual density; number per liter","BOSMINIDAE",31
"TAXON_COUNT","AL",1999,"max annual density; number per liter","BOSMINIDAE",2.1
"TAXON_COUNT","AL",2000,"max annual density; number per liter","BOSMINIDAE",10.1
"TAXON_COUNT","AL",2001,"max annual density; number per liter","BOSMINIDAE",2.8
"TAXON_COUNT","AL",2002,"max annual density; number per liter","BOSMINIDAE",0.6
"TAXON_COUNT","AL",2003,"max annual density; number per liter","BOSMINIDAE",4.8
"TAXON_COUNT","AL",2004,"max annual density; number per liter","BOSMINIDAE",21.7
"TAXON_COUNT","AL",2005,"max annual density; number per liter","BOSMINIDAE",43.1
"TAXON_COUNT","AL",2006,"max annual density; number per liter","BOSMINIDAE",1.7
"TAXON_COUNT","AL",2007,"max annual density; number per liter","BOSMINIDAE",2.5
"TAXON_COUNT","AL",2008,"max annual density; number per liter","BOSMINIDAE",1.1
"TAXON_COUNT","AL",2009,"max annual density; number per liter","BOSMINIDAE",1.96
"TAXON_COUNT","AL",2010,"max annual density; number per liter","BOSMINIDAE",8.4
"TAXON_COUNT","AL",2011,"max annual density; number per liter","BOSMINIDAE",2.24
"TAXON_COUNT","AL",2012,"max annual density; number per liter","BOSMINIDAE",10.92
"TAXON_COUNT","AL",2013,"max annual density; number per liter","BOSMINIDAE",20.16
"TAXON_COUNT","AL",2014,"max annual density; number per liter","BOSMINIDAE",2.24
"TAXON_COUNT","AL",2015,"max annual density; number per liter","BOSMINIDAE",20.16
"TAXON_COUNT","BM",1982,"max annual density; number per liter","BOSMINIDAE",9.97
"TAXON_COUNT","BM",1983,"max annual density; number per liter","BOSMINIDAE",7.91
"TAXON_COUNT","BM",1984,"max annual density; number per liter","BOSMINIDAE",39.21
"TAXON_COUNT","BM",1985,"max annual density; number per liter","BOSMINIDAE",2.99
"TAXON_COUNT","BM",1986,"max annual density; number per liter","BOSMINIDAE",9.3
"TAXON_COUNT","BM",1987,"max annual density; number per liter","BOSMINIDAE",6
"TAXON_COUNT","BM",1988,"max annual density; number per liter","BOSMINIDAE",19.78
"TAXON_COUNT","BM",1989,"max annual density; number per liter","BOSMINIDAE",6.25
"TAXON_COUNT","BM",1990,"max annual density; number per liter","BOSMINIDAE",11.6
"TAXON_COUNT","BM",1991,"max annual density; number per liter","BOSMINIDAE",22.1
"TAXON_COUNT","BM",1992,"max annual density; number per liter","BOSMINIDAE",9.5
"TAXON_COUNT","BM",1993,"max annual density; number per liter","BOSMINIDAE",33.6
"TAXON_COUNT","BM",1994,"max annual density; number per liter","BOSMINIDAE",2.2
"TAXON_COUNT","BM",1995,"max annual density; number per liter","BOSMINIDAE",3.3
"TAXON_COUNT","BM",1996,"max annual density; number per liter","BOSMINIDAE",6.3
"TAXON_COUNT","BM",1997,"max annual density; number per liter","BOSMINIDAE",7.4
"TAXON_COUNT","BM",1998,"max annual density; number per liter","BOSMINIDAE",32.6
"TAXON_COUNT","BM",1999,"max annual density; number per liter","BOSMINIDAE",2.1
"TAXON_COUNT","BM",2000,"max annual density; number per liter","BOSMINIDAE",6.4
"TAXON_COUNT","BM",2001,"max annual density; number per liter","BOSMINIDAE",24.1
"TAXON_COUNT","BM",2002,"max annual density; number per liter","BOSMINIDAE",12.9
"TAXON_COUNT","BM",2003,"max annual density; number per liter","BOSMINIDAE",5.9
"TAXON_COUNT","BM",2004,"max annual density; number per liter","BOSMINIDAE",5
"TAXON_COUNT","BM",2005,"max annual density; number per liter","BOSMINIDAE",15.1
"TAXON_COUNT","BM",2006,"max annual density; number per liter","BOSMINIDAE",7.3
"TAXON_COUNT","BM",2007,"max annual density; number per liter","BOSMINIDAE",13.6
"TAXON_COUNT","BM",2008,"max annual density; number per liter","BOSMINIDAE",20.4
"TAXON_COUNT","BM",2009,"max annual density; number per liter","BOSMINIDAE",5.6
"TAXON_COUNT","BM",2010,"max annual density; number per liter","BOSMINIDAE",28.28
"TAXON_COUNT","BM",2011,"max annual density; number per liter","BOSMINIDAE",7.84
"TAXON_COUNT","BM",2012,"max annual density; number per liter","BOSMINIDAE",1.96
"TAXON_COUNT","BM",2013,"max annual density; number per liter","BOSMINIDAE",3.08
"TAXON_COUNT","BM",2014,"max annual density; number per liter","BOSMINIDAE",8.96
"TAXON_COUNT","BM",2015,"max annual density; number per liter","BOSMINIDAE",16.24
"TAXON_COUNT","CB",1982,"max annual density; number per liter","BOSMINIDAE",20.54
"TAXON_COUNT","CB",1983,"max annual density; number per liter","BOSMINIDAE",3372.44
"TAXON_COUNT","CB",1984,"max annual density; number per liter","BOSMINIDAE",216.47
"TAXON_COUNT","CB",1985,"max annual density; number per liter","BOSMINIDAE",558.47
"TAXON_COUNT","CB",1986,"max annual density; number per liter","BOSMINIDAE",6.39
"TAXON_COUNT","CB",1987,"max annual density; number per liter","BOSMINIDAE",2.4
"TAXON_COUNT","CB",1988,"max annual density; number per liter","BOSMINIDAE",4.2
"TAXON_COUNT","CB",1989,"max annual density; number per liter","BOSMINIDAE",38.7
"TAXON_COUNT","CB",1990,"max annual density; number per liter","BOSMINIDAE",6.3
"TAXON_COUNT","CB",1991,"max annual density; number per liter","BOSMINIDAE",116.6
"TAXON_COUNT","CB",1992,"max annual density; number per liter","BOSMINIDAE",7.9
"TAXON_COUNT","CB",1993,"max annual density; number per liter","BOSMINIDAE",1.6
"TAXON_COUNT","CB",1994,"max annual density; number per liter","BOSMINIDAE",1.6
"TAXON_COUNT","CB",1995,"max annual density; number per liter","BOSMINIDAE",20
"TAXON_COUNT","CB",1996,"max annual density; number per liter","BOSMINIDAE",39.4
"TAXON_COUNT","CB",1997,"max annual density; number per liter","BOSMINIDAE",2.6
"TAXON_COUNT","CB",1998,"max annual density; number per liter","BOSMINIDAE",1.6
"TAXON_COUNT","CB",1999,"max annual density; number per liter","BOSMINIDAE",26.8
"TAXON_COUNT","CB",2000,"max annual density; number per liter","BOSMINIDAE",267.9
"TAXON_COUNT","CB",2001,"max annual density; number per liter","BOSMINIDAE",19
"TAXON_COUNT","CB",2002,"max annual density; number per liter","BOSMINIDAE",165.2
"TAXON_COUNT","CB",2003,"max annual density; number per liter","BOSMINIDAE",2.8
"TAXON_COUNT","CB",2004,"max annual density; number per liter","BOSMINIDAE",118.2
"TAXON_COUNT","CB",2005,"max annual density; number per liter","BOSMINIDAE",3.9
"TAXON_COUNT","CB",2006,"max annual density; number per liter","BOSMINIDAE",1.4
"TAXON_COUNT","CB",2007,"max annual density; number per liter","BOSMINIDAE",44
"TAXON_COUNT","CB",2008,"max annual density; number per liter","BOSMINIDAE",0.3
"TAXON_COUNT","CB",2009,"max annual density; number per liter","BOSMINIDAE",52.08
"TAXON_COUNT","CB",2010,"max annual density; number per liter","BOSMINIDAE",476
"TAXON_COUNT","CB",2011,"max annual density; number per liter","BOSMINIDAE",33.6
"TAXON_COUNT","CB",2012,"max annual density; number per liter","BOSMINIDAE",54.32
"TAXON_COUNT","CB",2013,"max annual density; number per liter","BOSMINIDAE",0.84
"TAXON_COUNT","CB",2014,"max annual density; number per liter","BOSMINIDAE",0.28
"TAXON_COUNT","CB",2015,"max annual density; number per liter","BOSMINIDAE",52.08
"TAXON_COUNT","CR",1982,"max annual density; number per liter","BOSMINIDAE",1.77
"TAXON_COUNT","CR",1983,"max annual density; number per liter","BOSMINIDAE",26.92
"TAXON_COUNT","CR",1984,"max annual density; number per liter","BOSMINIDAE",8.22
"TAXON_COUNT","CR",1985,"max annual density; number per liter","BOSMINIDAE",5.87
"TAXON_COUNT","CR",1986,"max annual density; number per liter","BOSMINIDAE",0
"TAXON_COUNT","CR",1987,"max annual density; number per liter","BOSMINIDAE",2.06
"TAXON_COUNT","CR",1988,"max annual density; number per liter","BOSMINIDAE",7.41
"TAXON_COUNT","CR",1989,"max annual density; number per liter","BOSMINIDAE",8
"TAXON_COUNT","CR",1990,"max annual density; number per liter","BOSMINIDAE",5.3
"TAXON_COUNT","CR",1991,"max annual density; number per liter","BOSMINIDAE",6.9
"TAXON_COUNT","CR",1992,"max annual density; number per liter","BOSMINIDAE",6.4
"TAXON_COUNT","CR",1993,"max annual density; number per liter","BOSMINIDAE",15.4
"TAXON_COUNT","CR",1994,"max annual density; number per liter","BOSMINIDAE",14.3
"TAXON_COUNT","CR",1995,"max annual density; number per liter","BOSMINIDAE",12.2
"TAXON_COUNT","CR",1996,"max annual density; number per liter","BOSMINIDAE",2.6
"TAXON_COUNT","CR",1997,"max annual density; number per liter","BOSMINIDAE",9.5
"TAXON_COUNT","CR",1998,"max annual density; number per liter","BOSMINIDAE",46.2
"TAXON_COUNT","CR",1999,"max annual density; number per liter","BOSMINIDAE",43.6
"TAXON_COUNT","CR",2000,"max annual density; number per liter","BOSMINIDAE",16.3
"TAXON_COUNT","CR",2001,"max annual density; number per liter","BOSMINIDAE",5.3
"TAXON_COUNT","CR",2002,"max annual density; number per liter","BOSMINIDAE",4.2
"TAXON_COUNT","CR",2003,"max annual density; number per liter","BOSMINIDAE",2.8
"TAXON_COUNT","CR",2004,"max annual density; number per liter","BOSMINIDAE",5
"TAXON_COUNT","CR",2005,"max annual density; number per liter","BOSMINIDAE",28
"TAXON_COUNT","CR",2006,"max annual density; number per liter","BOSMINIDAE",13.7
"TAXON_COUNT","CR",2007,"max annual density; number per liter","BOSMINIDAE",9.2
"TAXON_COUNT","CR",2008,"max annual density; number per liter","BOSMINIDAE",7.3
"TAXON_COUNT","CR",2009,"max annual density; number per liter","BOSMINIDAE",7.28
"TAXON_COUNT","CR",2010,"max annual density; number per liter","BOSMINIDAE",31.08
"TAXON_COUNT","CR",2011,"max annual density; number per liter","BOSMINIDAE",37.52
"TAXON_COUNT","CR",2012,"max annual density; number per liter","BOSMINIDAE",20.72
"TAXON_COUNT","CR",2013,"max annual density; number per liter","BOSMINIDAE",39.2
"TAXON_COUNT","CR",2014,"max annual density; number per liter","BOSMINIDAE",28.84
"TAXON_COUNT","CR",2015,"max annual density; number per liter","BOSMINIDAE",44.24
"TAXON_COUNT","SP",1982,"max annual density; number per liter","BOSMINIDAE",1.98
"TAXON_COUNT","SP",1983,"max annual density; number per liter","BOSMINIDAE",10.39
"TAXON_COUNT","SP",1984,"max annual density; number per liter","BOSMINIDAE",28.57
"TAXON_COUNT","SP",1985,"max annual density; number per liter","BOSMINIDAE",1.49
"TAXON_COUNT","SP",1986,"max annual density; number per liter","BOSMINIDAE",54.31
"TAXON_COUNT","SP",1987,"max annual density; number per liter","BOSMINIDAE",19.34
"TAXON_COUNT","SP",1988,"max annual density; number per liter","BOSMINIDAE",25.03
"TAXON_COUNT","SP",1989,"max annual density; number per liter","BOSMINIDAE",41.82
"TAXON_COUNT","SP",1990,"max annual density; number per liter","BOSMINIDAE",15.3
"TAXON_COUNT","SP",1991,"max annual density; number per liter","BOSMINIDAE",6.5
"TAXON_COUNT","SP",1992,"max annual density; number per liter","BOSMINIDAE",1.6
"TAXON_COUNT","SP",1993,"max annual density; number per liter","BOSMINIDAE",4.9
"TAXON_COUNT","SP",1994,"max annual density; number per liter","BOSMINIDAE",12
"TAXON_COUNT","SP",1995,"max annual density; number per liter","BOSMINIDAE",16.9
"TAXON_COUNT","SP",1996,"max annual density; number per liter","BOSMINIDAE",11
"TAXON_COUNT","SP",1997,"max annual density; number per liter","BOSMINIDAE",2.7
"TAXON_COUNT","SP",1998,"max annual density; number per liter","BOSMINIDAE",29.4
"TAXON_COUNT","SP",1999,"max annual density; number per liter","BOSMINIDAE",41.4
"TAXON_COUNT","SP",2000,"max annual density; number per liter","BOSMINIDAE",19.6
"TAXON_COUNT","SP",2001,"max annual density; number per liter","BOSMINIDAE",21.8
"TAXON_COUNT","SP",2002,"max annual density; number per liter","BOSMINIDAE",8.1
"TAXON_COUNT","SP",2003,"max annual density; number per liter","BOSMINIDAE",33
"TAXON_COUNT","SP",2004,"max annual density; number per liter","BOSMINIDAE",1.4
"TAXON_COUNT","SP",2005,"max annual density; number per liter","BOSMINIDAE",20.2
"TAXON_COUNT","SP",2006,"max annual density; number per liter","BOSMINIDAE",0
"TAXON_COUNT","SP",2007,"max annual density; number per liter","BOSMINIDAE",51.8
"TAXON_COUNT","SP",2008,"max annual density; number per liter","BOSMINIDAE",8.1
"TAXON_COUNT","SP",2009,"max annual density; number per liter","BOSMINIDAE",57.4
"TAXON_COUNT","SP",2010,"max annual density; number per liter","BOSMINIDAE",43.68
"TAXON_COUNT","SP",2011,"max annual density; number per liter","BOSMINIDAE",7.28
"TAXON_COUNT","SP",2012,"max annual density; number per liter","BOSMINIDAE",27.16
"TAXON_COUNT","SP",2013,"max annual density; number per liter","BOSMINIDAE",9.24
"TAXON_COUNT","SP",2014,"max annual density; number per liter","BOSMINIDAE",23.8
"TAXON_COUNT","SP",2015,"max annual density; number per liter","BOSMINIDAE",8.68
"TAXON_COUNT","TB",1982,"max annual density; number per liter","BOSMINIDAE",61.2
"TAXON_COUNT","TB",1983,"max annual density; number per liter","BOSMINIDAE",6.3
"TAXON_COUNT","TB",1984,"max annual density; number per liter","BOSMINIDAE",32.6
"TAXON_COUNT","TB",1985,"max annual density; number per liter","BOSMINIDAE",32
"TAXON_COUNT","TB",1986,"max annual density; number per liter","BOSMINIDAE",7.3
"TAXON_COUNT","TB",1987,"max annual density; number per liter","BOSMINIDAE",5.7
"TAXON_COUNT","TB",1988,"max annual density; number per liter","BOSMINIDAE",17.3
"TAXON_COUNT","TB",1989,"max annual density; number per liter","BOSMINIDAE",11.6
"TAXON_COUNT","TB",1990,"max annual density; number per liter","BOSMINIDAE",0.5
"TAXON_COUNT","TB",1991,"max annual density; number per liter","BOSMINIDAE",4.2
"TAXON_COUNT","TB",1992,"max annual density; number per liter","BOSMINIDAE",3.2
"TAXON_COUNT","TB",1993,"max annual density; number per liter","BOSMINIDAE",38.9
"TAXON_COUNT","TB",1994,"max annual density; number per liter","BOSMINIDAE",88.2
"TAXON_COUNT","TB",1995,"max annual density; number per liter","BOSMINIDAE",34.7
"TAXON_COUNT","TB",1996,"max annual density; number per liter","BOSMINIDAE",92.4
"TAXON_COUNT","TB",1997,"max annual density; number per liter","BOSMINIDAE",42
"TAXON_COUNT","TB",1998,"max annual density; number per liter","BOSMINIDAE",10.5
"TAXON_COUNT","TB",1999,"max annual density; number per liter","BOSMINIDAE",43.1
"TAXON_COUNT","TB",2000,"max annual density; number per liter","BOSMINIDAE",147.1
"TAXON_COUNT","TB",2001,"max annual density; number per liter","BOSMINIDAE",35.3
"TAXON_COUNT","TB",2002,"max annual density; number per liter","BOSMINIDAE",28.6
"TAXON_COUNT","TB",2003,"max annual density; number per liter","BOSMINIDAE",222.9
"TAXON_COUNT","TB",2004,"max annual density; number per liter","BOSMINIDAE",19.6
"TAXON_COUNT","TB",2005,"max annual density; number per liter","BOSMINIDAE",296.8
"TAXON_COUNT","TB",2006,"max annual density; number per liter","BOSMINIDAE",34.4
"TAXON_COUNT","TB",2007,"max annual density; number per liter","BOSMINIDAE",166.3
"TAXON_COUNT","TB",2008,"max annual density; number per liter","BOSMINIDAE",45.1
"TAXON_COUNT","TB",2009,"max annual density; number per liter","BOSMINIDAE",62.16
"TAXON_COUNT","TB",2010,"max annual density; number per liter","BOSMINIDAE",68.32
"TAXON_COUNT","TB",2011,"max annual density; number per liter","BOSMINIDAE",82.6
"TAXON_COUNT","TB",2012,"max annual density; number per liter","BOSMINIDAE",13.16
"TAXON_COUNT","TB",2013,"max annual density; number per liter","BOSMINIDAE",336
"TAXON_COUNT","TB",2014,"max annual density; number per liter","BOSMINIDAE",76.44
"TAXON_COUNT","TB",2015,"max annual density; number per liter","BOSMINIDAE",190.96
"TAXON_COUNT","TR",1982,"max annual density; number per liter","BOSMINIDAE",19.32
"TAXON_COUNT","TR",1983,"max annual density; number per liter","BOSMINIDAE",7.47
"TAXON_COUNT","TR",1984,"max annual density; number per liter","BOSMINIDAE",12.88
"TAXON_COUNT","TR",1985,"max annual density; number per liter","BOSMINIDAE",33.18
"TAXON_COUNT","TR",1986,"max annual density; number per liter","BOSMINIDAE",39.64
"TAXON_COUNT","TR",1987,"max annual density; number per liter","BOSMINIDAE",25.49
"TAXON_COUNT","TR",1988,"max annual density; number per liter","BOSMINIDAE",18.82
"TAXON_COUNT","TR",1989,"max annual density; number per liter","BOSMINIDAE",9.05
"TAXON_COUNT","TR",1990,"max annual density; number per liter","BOSMINIDAE",14.7
"TAXON_COUNT","TR",1991,"max annual density; number per liter","BOSMINIDAE",13.1
"TAXON_COUNT","TR",1992,"max annual density; number per liter","BOSMINIDAE",8.4
"TAXON_COUNT","TR",1993,"max annual density; number per liter","BOSMINIDAE",11.6
"TAXON_COUNT","TR",1994,"max annual density; number per liter","BOSMINIDAE",13.1
"TAXON_COUNT","TR",1995,"max annual density; number per liter","BOSMINIDAE",16.3
"TAXON_COUNT","TR",1996,"max annual density; number per liter","BOSMINIDAE",23.1
"TAXON_COUNT","TR",1997,"max annual density; number per liter","BOSMINIDAE",8.9
"TAXON_COUNT","TR",1998,"max annual density; number per liter","BOSMINIDAE",10.5
"TAXON_COUNT","TR",1999,"max annual density; number per liter","BOSMINIDAE",7.4
"TAXON_COUNT","TR",2000,"max annual density; number per liter","BOSMINIDAE",12.2
"TAXON_COUNT","TR",2001,"max annual density; number per liter","BOSMINIDAE",30.8
"TAXON_COUNT","TR",2002,"max annual density; number per liter","BOSMINIDAE",14.8
"TAXON_COUNT","TR",2003,"max annual density; number per liter","BOSMINIDAE",8.4
"TAXON_COUNT","TR",2004,"max annual density; number per liter","BOSMINIDAE",8.4
"TAXON_COUNT","TR",2005,"max annual density; number per liter","BOSMINIDAE",10.9
"TAXON_COUNT","TR",2006,"max annual density; number per liter","BOSMINIDAE",13.2
"TAXON_COUNT","TR",2007,"max annual density; number per liter","BOSMINIDAE",25.3
"TAXON_COUNT","TR",2008,"max annual density; number per liter","BOSMINIDAE",20.2
"TAXON_COUNT","TR",2009,"max annual density; number per liter","BOSMINIDAE",9.52
"TAXON_COUNT","TR",2010,"max annual density; number per liter","BOSMINIDAE",4.48
"TAXON_COUNT","TR",2011,"max annual density; number per liter","BOSMINIDAE",2.24
"TAXON_COUNT","TR",2012,"max annual density; number per liter","BOSMINIDAE",2.24
"TAXON_COUNT","TR",2013,"max annual density; number per liter","BOSMINIDAE",6.44
"TAXON_COUNT","TR",2014,"max annual density; number per liter","BOSMINIDAE",0.84
"TAXON_COUNT","TR",2015,"max annual density; number per liter","BOSMINIDAE",0.84
"TAXON_COUNT","AL",1982,"max annual density; number per liter","BRACHIONUS",0
"TAXON_COUNT","AL",1983,"max annual density; number per liter","BRACHIONUS",0
"TAXON_COUNT","AL",1984,"max annual density; number per liter","BRACHIONUS",0
"TAXON_COUNT","AL",1985,"max annual density; number per liter","BRACHIONUS",0
"TAXON_COUNT","AL",1986,"max annual density; number per liter","BRACHIONUS",0
"TAXON_COUNT","AL",1987,"max annual density; number per liter","BRACHIONUS",0
"TAXON_COUNT","AL",1988,"max annual density; number per liter","BRACHIONUS",0
"TAXON_COUNT","AL",1989,"max annual density; number per liter","BRACHIONUS",0
"TAXON_COUNT","AL",1990,"max annual density; number per liter","BRACHIONUS",1.1
"TAXON_COUNT","AL",1991,"max annual density; number per liter","BRACHIONUS",0
"TAXON_COUNT","AL",1992,"max annual density; number per liter","BRACHIONUS",0
"TAXON_COUNT","AL",1993,"max annual density; number per liter","BRACHIONUS",0
"TAXON_COUNT","AL",1994,"max annual density; number per liter","BRACHIONUS",0
"TAXON_COUNT","AL",1995,"max annual density; number per liter","BRACHIONUS",0
"TAXON_COUNT","AL",1996,"max annual density; number per liter","BRACHIONUS",0
"TAXON_COUNT","AL",1997,"max annual density; number per liter","BRACHIONUS",0
"TAXON_COUNT","AL",1998,"max annual density; number per liter","BRACHIONUS",0
"TAXON_COUNT","AL",1999,"max annual density; number per liter","BRACHIONUS",0
"TAXON_COUNT","AL",2000,"max annual density; number per liter","BRACHIONUS",0
"TAXON_COUNT","AL",2001,"max annual density; number per liter","BRACHIONUS",0
"TAXON_COUNT","AL",2002,"max annual density; number per liter","BRACHIONUS",0
"TAXON_COUNT","AL",2003,"max annual density; number per liter","BRACHIONUS",0
"TAXON_COUNT","AL",2004,"max annual density; number per liter","BRACHIONUS",0
"TAXON_COUNT","AL",2005,"max annual density; number per liter","BRACHIONUS",0
"TAXON_COUNT","AL",2006,"max annual density; number per liter","BRACHIONUS",0
"TAXON_COUNT","AL",2007,"max annual density; number per liter","BRACHIONUS",0
"TAXON_COUNT","AL",2008,"max annual density; number per liter","BRACHIONUS",0
"TAXON_COUNT","AL",2009,"max annual density; number per liter","BRACHIONUS",0
"TAXON_COUNT","AL",2010,"max annual density; number per liter","BRACHIONUS",0
"TAXON_COUNT","AL",2011,"max annual density; number per liter","BRACHIONUS",0
"TAXON_COUNT","AL",2012,"max annual density; number per liter","BRACHIONUS",0
"TAXON_COUNT","AL",2013,"max annual density; number per liter","BRACHIONUS",0
"TAXON_COUNT","AL",2014,"max annual density; number per liter","BRACHIONUS",0
"TAXON_COUNT","AL",2015,"max annual density; number per liter","BRACHIONUS",0
"TAXON_COUNT","BM",1982,"max annual density; number per liter","BRACHIONUS",0
"TAXON_COUNT","BM",1983,"max annual density; number per liter","BRACHIONUS",0
"TAXON_COUNT","BM",1984,"max annual density; number per liter","BRACHIONUS",0
"TAXON_COUNT","BM",1985,"max annual density; number per liter","BRACHIONUS",0
"TAXON_COUNT","BM",1986,"max annual density; number per liter","BRACHIONUS",0
"TAXON_COUNT","BM",1987,"max annual density; number per liter","BRACHIONUS",0
"TAXON_COUNT","BM",1988,"max annual density; number per liter","BRACHIONUS",0
"TAXON_COUNT","BM",1989,"max annual density; number per liter","BRACHIONUS",0
"TAXON_COUNT","BM",1990,"max annual density; number per liter","BRACHIONUS",0
"TAXON_COUNT","BM",1991,"max annual density; number per liter","BRACHIONUS",0
"TAXON_COUNT","BM",1992,"max annual density; number per liter","BRACHIONUS",0
"TAXON_COUNT","BM",1993,"max annual density; number per liter","BRACHIONUS",0
"TAXON_COUNT","BM",1994,"max annual density; number per liter","BRACHIONUS",0
"TAXON_COUNT","BM",1995,"max annual density; number per liter","BRACHIONUS",0
"TAXON_COUNT","BM",1996,"max annual density; number per liter","BRACHIONUS",0
"TAXON_COUNT","BM",1997,"max annual density; number per liter","BRACHIONUS",0
"TAXON_COUNT","BM",1998,"max annual density; number per liter","BRACHIONUS",0
"TAXON_COUNT","BM",1999,"max annual density; number per liter","BRACHIONUS",0
"TAXON_COUNT","BM",2000,"max annual density; number per liter","BRACHIONUS",0
