DATE,SITE_ID,VARIABLE_NAME,SCIENTIFIC_NAME,COARSE_GROUPING,VALUE
2008,ABUR,PTCA,Pterygophora californica,UNDERSTORY ALGAE,234.126666666667
2008,ABUR,PYST,Pycnoclavella stanleyi,SESSILE INVERT,0
2008,ABUR,R,Rhodymenia californica,UNDERSTORY ALGAE,3.05
2008,ABUR,RAT,Rhodophyta,UNDERSTORY ALGAE,0
2008,ABUR,SABW,Sabellidae,SESSILE INVERT,0
2008,ABUR,SAFU,Sarcodiotheca furcata,UNDERSTORY ALGAE,0
2008,ABUR,SAHO,Sargassum horneri,UNDERSTORY ALGAE,0
2008,ABUR,SAMU,Sargassum muticum,UNDERSTORY ALGAE,0
2008,ABUR,SC,Spheciospongia confoederata,SESSILE INVERT,0
2008,ABUR,SCCA,Scinaia confusa,UNDERSTORY ALGAE,0
2008,ABUR,SE,Thylacodes squamigerus,SESSILE INVERT,0
2008,ABUR,SELO,Scytosiphon lomentaria,UNDERSTORY ALGAE,0
2008,ABUR,ST,Salmacina tribranchiata,SESSILE INVERT,0
2008,ABUR,STIN,Stenogramma californica,UNDERSTORY ALGAE,0
2008,ABUR,STMO,Styela montereyensis,SESSILE INVERT,3.39637781744751
2008,ABUR,TALE,Taonia lennebackerae,UNDERSTORY ALGAE,0
2008,ABUR,TC,Thalamoporella californica,SESSILE INVERT,0
2008,ABUR,TEAU,Tethya aurantium,SESSILE INVERT,0
2008,ABUR,UAB,Bryozoa,SESSILE INVERT,0
2008,ABUR,UIH,Hydroidolina,SESSILE INVERT,0
2008,ABUR,UM,Arthropoda,SESSILE INVERT,0
2008,ABUR,UNAN,Anthozoa,SESSILE INVERT,0
2008,ABUR,URLO,Urticina eques,SESSILE INVERT,0
2008,ABUR,URPI,Urticina piscivora,SESSILE INVERT,0
2008,ABUR,UT,Chordata,SESSILE INVERT,0
2008,ABUR,UV,Ulva,UNDERSTORY ALGAE,0
2008,ABUR,WASP,Watersipora subatra,SESSILE INVERT,0
2008,AHND,AB,Abietinaria,SESSILE INVERT,0
2008,AHND,AL,Astrangia haimei,SESSILE INVERT,0
2008,AHND,AMZO,Amphiroa beauvoisii,UNDERSTORY ALGAE,0
2008,AHND,ANSP,Anthopleura,SESSILE INVERT,13.8523619654232
2008,AHND,AR,Eudistoma psammion,SESSILE INVERT,0.750071715
2008,AHND,ARUD,Discophyton rudyi,SESSILE INVERT,0
2008,AHND,AS,Aglaophenia,SESSILE INVERT,0
2008,AHND,ATM,Amphipoda,SESSILE INVERT,0
2008,AHND,AU,Acrosorium ciliolatum,UNDERSTORY ALGAE,0
2008,AHND,BA,Megabalanus californicus,SESSILE INVERT,0
2008,AHND,BAEL,Balanophyllia elegans,SESSILE INVERT,0
2008,AHND,BCAL,Bugulina californica,SESSILE INVERT,0
2008,AHND,BF,Cryptopleura ruprechtiana,UNDERSTORY ALGAE,14.55
2008,AHND,BN,Bugula neritina,SESSILE INVERT,0.0241603575
2008,AHND,BO,Bossiella orbigniana,UNDERSTORY ALGAE,0
2008,AHND,BOW,Amathia gracilis,SESSILE INVERT,0
2008,AHND,BR,Rhodophyceae,UNDERSTORY ALGAE,4.65
2008,AHND,BRA,Rhodophyceae,UNDERSTORY ALGAE,0
2008,AHND,BRSP,Barentsia,SESSILE INVERT,0
2008,AHND,CAL,Calliarthron cheilosporioid,UNDERSTORY ALGAE,0
2008,AHND,CC,Chondracanthus,UNDERSTORY ALGAE,23.2375
2008,AHND,CESP,Cellaria,SESSILE INVERT,0
2008,AHND,CF,Callophyllis flabellulata,UNDERSTORY ALGAE,0
2008,AHND,CG,Cladophora graminea,UNDERSTORY ALGAE,0
2008,AHND,CHPR,Chelyosoma productum,SESSILE INVERT,0
2008,AHND,CILU,Timarete luxuriosa,SESSILE INVERT,0
2008,AHND,CL,Clavelina,SESSILE INVERT,0
2008,AHND,CO,Corallina officinalis,UNDERSTORY ALGAE,0
2008,AHND,COF,Codium fragile,UNDERSTORY ALGAE,0
2008,AHND,COST,Celleporina robertsoniae,SESSILE INVERT,0
2008,AHND,CP,Colpomenia,UNDERSTORY ALGAE,0
2008,AHND,CRGI,Crassadoma gigantea,SESSILE INVERT,0
2008,AHND,CROC,Crisia occidentalis,SESSILE INVERT,0.0846257625
2008,AHND,CRYP,Cryptopleura,UNDERSTORY ALGAE,0
2008,AHND,CUPI,Cucumaria piperata,SESSILE INVERT,0
2008,AHND,CUSP,Cucumaria,SESSILE INVERT,0
2008,AHND,CY,Corynactis californica,SESSILE INVERT,0
2008,AHND,CYOS,Stephanocystis osmundacea,UNDERSTORY ALGAE,0.0433333333333333
2008,AHND,CZ,Chondracanthus spinosus,UNDERSTORY ALGAE,0
2008,AHND,DC,Diaperoforma californica,SESSILE INVERT,0
2008,AHND,DIOR,Diopatra ornata,SESSILE INVERT,0.560725778333333
2008,AHND,DL,Desmarestia ligulata,UNDERSTORY ALGAE,215.325
2008,AHND,DOFE,Dodecaceria fewkesi,SESSILE INVERT,0
2008,AHND,DP,Dictyota,UNDERSTORY ALGAE,0
2008,AHND,DU,Dictyopteris undulata,UNDERSTORY ALGAE,0
2008,AHND,EA,Eisenia arborea,UNDERSTORY ALGAE,0
2008,AHND,EC,Corallinales,UNDERSTORY ALGAE,2.475
2008,AHND,ECB,Bryozoa,SESSILE INVERT,0.04091625
2008,AHND,EGME,Egregia menziesii,UNDERSTORY ALGAE,0
2008,AHND,ER,Rhodophyta,UNDERSTORY ALGAE,0
2008,AHND,ES,Demospongiae,SESSILE INVERT,0
2008,AHND,EUCL,Euherdmania claviformis,SESSILE INVERT,0
2008,AHND,EUPO,Eudistylia polymorpha,SESSILE INVERT,0
2008,AHND,EUQU,Eupentacta quinquesemita,SESSILE INVERT,0.628643803571542
2008,AHND,FASP,Gloiocladia,UNDERSTORY ALGAE,0
2008,AHND,FB,Ectocarpaceae,UNDERSTORY ALGAE,0
2008,AHND,FG,Chlorophyta,UNDERSTORY ALGAE,0
2008,AHND,FR,Rhodophyta,UNDERSTORY ALGAE,2
2008,AHND,FTHR,Ceramiales,UNDERSTORY ALGAE,0
2008,AHND,GR,Gelidium robustum,UNDERSTORY ALGAE,0
2008,AHND,GS,Gracilaria,UNDERSTORY ALGAE,8.4375
2008,AHND,GYSP,Gymnogongrus,UNDERSTORY ALGAE,0
2008,AHND,HAGL,Halosaccion glandiforme,UNDERSTORY ALGAE,0
2008,AHND,HC,Acanthancora cyanocrypta,SESSILE INVERT,0
2008,AHND,HIP,Primavelans mexicana,SESSILE INVERT,0
2008,AHND,HPAC,Heteropora pacifica,SESSILE INVERT,0
2008,AHND,IR,Iridaea,UNDERSTORY ALGAE,0
2008,AHND,LAFA,Laminaria farlowii,UNDERSTORY ALGAE,0
2008,AHND,LI,Lithothrix,UNDERSTORY ALGAE,0
2008,AHND,LINU,Lissothuria nutriens,SESSILE INVERT,0
2008,AHND,LNUT,Leucilla nuttingi,SESSILE INVERT,0
2008,AHND,LOCH,Leptogorgia chilensis,SESSILE INVERT,0
2008,AHND,LS,Laurencia,UNDERSTORY ALGAE,0
2008,AHND,LX,Osmundea spectabilis,UNDERSTORY ALGAE,0
2008,AHND,MC,Mytilus californianus,SESSILE INVERT,0
2008,AHND,MISE,Metridium dianthus,SESSILE INVERT,0
2008,AHND,MT,Jellyella tuberculata,SESSILE INVERT,0
2008,AHND,MUCA,Muricea californica,SESSILE INVERT,0
2008,AHND,MUFR,Muricea fruticosa,SESSILE INVERT,0
2008,AHND,NANDERSON,Nienburgia andersoniana,UNDERSTORY ALGAE,0
2008,AHND,NEO,Agardhiella subulata,UNDERSTORY ALGAE,0
2008,AHND,OBSP,Obelia,SESSILE INVERT,0
2008,AHND,PA,Phragmatopoma californica,SESSILE INVERT,0
2008,AHND,PAFI,Pachycerianthus fimbriatus,SESSILE INVERT,0
2008,AHND,PAST,Paracyathus stearnsi,SESSILE INVERT,0
2008,AHND,PHOR,Phoronida,SESSILE INVERT,0
2008,AHND,PHSE,Phycodrys setchellii,UNDERSTORY ALGAE,0
2008,AHND,PHSP,Phyllactis,SESSILE INVERT,0
2008,AHND,PHTO,Phyllospadix torreyi,UNDERSTORY ALGAE,0
2008,AHND,PIEL,Pista elongata,SESSILE INVERT,0
2008,AHND,PL,Prionitis lanceolata,UNDERSTORY ALGAE,0
2008,AHND,PLAB,Phidolopora labiata,SESSILE INVERT,0
2008,AHND,PLUM,Plumularia,SESSILE INVERT,0
2008,AHND,POLA,Polyneura latissima,UNDERSTORY ALGAE,0
2008,AHND,POPL,Polyclinum planum,SESSILE INVERT,0
2008,AHND,PRSP,Prionitis linearis,UNDERSTORY ALGAE,0
2008,AHND,PRUB,Pachythyone rubra,SESSILE INVERT,0.0189560184060156
2008,AHND,PTCA,Pterygophora californica,UNDERSTORY ALGAE,14.3990416666667
2008,AHND,PYST,Pycnoclavella stanleyi,SESSILE INVERT,0
2008,AHND,R,Rhodymenia californica,UNDERSTORY ALGAE,9.15
2008,AHND,RAT,Rhodophyta,UNDERSTORY ALGAE,0
2008,AHND,SABW,Sabellidae,SESSILE INVERT,0
2008,AHND,SAFU,Sarcodiotheca furcata,UNDERSTORY ALGAE,0
2008,AHND,SAHO,Sargassum horneri,UNDERSTORY ALGAE,0
2008,AHND,SAMU,Sargassum muticum,UNDERSTORY ALGAE,0
2008,AHND,SC,Spheciospongia confoederata,SESSILE INVERT,0
2008,AHND,SCCA,Scinaia confusa,UNDERSTORY ALGAE,0
2008,AHND,SE,Thylacodes squamigerus,SESSILE INVERT,0
2008,AHND,SELO,Scytosiphon lomentaria,UNDERSTORY ALGAE,0
2008,AHND,ST,Salmacina tribranchiata,SESSILE INVERT,0
2008,AHND,STIN,Stenogramma californica,UNDERSTORY ALGAE,0
2008,AHND,STMO,Styela montereyensis,SESSILE INVERT,11.1011438175099
2008,AHND,TALE,Taonia lennebackerae,UNDERSTORY ALGAE,0
2008,AHND,TC,Thalamoporella californica,SESSILE INVERT,0.0282085875
2008,AHND,TEAU,Tethya aurantium,SESSILE INVERT,0
2008,AHND,UAB,Bryozoa,SESSILE INVERT,0
2008,AHND,UIH,Hydroidolina,SESSILE INVERT,0.0091945575
2008,AHND,UM,Arthropoda,SESSILE INVERT,0
2008,AHND,UNAN,Anthozoa,SESSILE INVERT,0.05587808
2008,AHND,URLO,Urticina eques,SESSILE INVERT,0
2008,AHND,URPI,Urticina piscivora,SESSILE INVERT,0
2008,AHND,UT,Chordata,SESSILE INVERT,0.312177095
2008,AHND,UV,Ulva,UNDERSTORY ALGAE,0
2008,AHND,WASP,Watersipora subatra,SESSILE INVERT,0
2008,AQUE,AB,Abietinaria,SESSILE INVERT,0
2008,AQUE,AL,Astrangia haimei,SESSILE INVERT,0.017681218749999998
2008,AQUE,AMZO,Amphiroa beauvoisii,UNDERSTORY ALGAE,0
2008,AQUE,ANSP,Anthopleura,SESSILE INVERT,1.3113805434429324
2008,AQUE,AR,Eudistoma psammion,SESSILE INVERT,0
2008,AQUE,ARUD,Discophyton rudyi,SESSILE INVERT,0
2008,AQUE,AS,Aglaophenia,SESSILE INVERT,0.005245495833333333
2008,AQUE,ATM,Amphipoda,SESSILE INVERT,0
2008,AQUE,AU,Acrosorium ciliolatum,UNDERSTORY ALGAE,0
2008,AQUE,BA,Megabalanus californicus,SESSILE INVERT,0
2008,AQUE,BAEL,Balanophyllia elegans,SESSILE INVERT,1.2606944084536842
2008,AQUE,BCAL,Bugulina californica,SESSILE INVERT,0.010609652083333332
2008,AQUE,BF,Cryptopleura ruprechtiana,UNDERSTORY ALGAE,0.8083333333333332
2008,AQUE,BN,Bugula neritina,SESSILE INVERT,0
2008,AQUE,BO,Bossiella orbigniana,UNDERSTORY ALGAE,0.42083333333333334
2008,AQUE,BOW,Amathia gracilis,SESSILE INVERT,0
2008,AQUE,BR,Rhodophyceae,UNDERSTORY ALGAE,0
2008,AQUE,BRA,Rhodophyceae,UNDERSTORY ALGAE,0.5083333333333333
2008,AQUE,BRSP,Barentsia,SESSILE INVERT,0
2008,AQUE,CAL,Calliarthron cheilosporioid,UNDERSTORY ALGAE,0
2008,AQUE,CC,Chondracanthus,UNDERSTORY ALGAE,4.577083333333333
2008,AQUE,CESP,Cellaria,SESSILE INVERT,0
2008,AQUE,CF,Callophyllis flabellulata,UNDERSTORY ALGAE,0.5833333333333334
2008,AQUE,CG,Cladophora graminea,UNDERSTORY ALGAE,0
2008,AQUE,CHPR,Chelyosoma productum,SESSILE INVERT,0.03394335729166666
2008,AQUE,CILU,Timarete luxuriosa,SESSILE INVERT,0
2008,AQUE,CL,Clavelina,SESSILE INVERT,0
2008,AQUE,CO,Corallina officinalis,UNDERSTORY ALGAE,0.8875000000000001
2008,AQUE,COF,Codium fragile,UNDERSTORY ALGAE,0
2008,AQUE,COST,Celleporina robertsoniae,SESSILE INVERT,0.0050248687500000005
2008,AQUE,CP,Colpomenia,UNDERSTORY ALGAE,0
2008,AQUE,CRGI,Crassadoma gigantea,SESSILE INVERT,0.01085991619447065
2008,AQUE,CROC,Crisia occidentalis,SESSILE INVERT,0.05171574375
2008,AQUE,CRYP,Cryptopleura,UNDERSTORY ALGAE,0
2008,AQUE,CUPI,Cucumaria piperata,SESSILE INVERT,0.00748134375
2008,AQUE,CUSP,Cucumaria,SESSILE INVERT,0
2008,AQUE,CY,Corynactis californica,SESSILE INVERT,0
2008,AQUE,CYOS,Stephanocystis osmundacea,UNDERSTORY ALGAE,0.021666666666666667
2008,AQUE,CZ,Chondracanthus spinosus,UNDERSTORY ALGAE,0
2008,AQUE,DC,Diaperoforma californica,SESSILE INVERT,0.010049737500000001
2008,AQUE,DIOR,Diopatra ornata,SESSILE INVERT,2.9468249909722215
2008,AQUE,DL,Desmarestia ligulata,UNDERSTORY ALGAE,67.96875
2008,AQUE,DOFE,Dodecaceria fewkesi,SESSILE INVERT,0
2008,AQUE,DP,Dictyota,UNDERSTORY ALGAE,0
2008,AQUE,DU,Dictyopteris undulata,UNDERSTORY ALGAE,0
2008,AQUE,EA,Eisenia arborea,UNDERSTORY ALGAE,0
2008,AQUE,EC,Corallinales,UNDERSTORY ALGAE,0.89375
2008,AQUE,ECB,Bryozoa,SESSILE INVERT,0.0375065625
2008,AQUE,EGME,Egregia menziesii,UNDERSTORY ALGAE,0
2008,AQUE,ER,Rhodophyta,UNDERSTORY ALGAE,0
2008,AQUE,ES,Demospongiae,SESSILE INVERT,0.62209134
2008,AQUE,EUCL,Euherdmania claviformis,SESSILE INVERT,0
2008,AQUE,EUPO,Eudistylia polymorpha,SESSILE INVERT,0
2008,AQUE,EUQU,Eupentacta quinquesemita,SESSILE INVERT,1.1467262964462968
2008,AQUE,FASP,Gloiocladia,UNDERSTORY ALGAE,0
2008,AQUE,FB,Ectocarpaceae,UNDERSTORY ALGAE,0
2008,AQUE,FG,Chlorophyta,UNDERSTORY ALGAE,0
2008,AQUE,FR,Rhodophyta,UNDERSTORY ALGAE,1
2008,AQUE,FTHR,Ceramiales,UNDERSTORY ALGAE,0.14583333333333334
2008,AQUE,GR,Gelidium robustum,UNDERSTORY ALGAE,0
2008,AQUE,GS,Gracilaria,UNDERSTORY ALGAE,0.9375
2008,AQUE,GYSP,Gymnogongrus,UNDERSTORY ALGAE,0
2008,AQUE,HAGL,Halosaccion glandiforme,UNDERSTORY ALGAE,0
2008,AQUE,HC,Acanthancora cyanocrypta,SESSILE INVERT,0
2008,AQUE,HIP,Primavelans mexicana,SESSILE INVERT,0
2008,AQUE,HPAC,Heteropora pacifica,SESSILE INVERT,0
2008,AQUE,IR,Iridaea,UNDERSTORY ALGAE,0
2008,AQUE,LAFA,Laminaria farlowii,UNDERSTORY ALGAE,0
2008,AQUE,LI,Lithothrix,UNDERSTORY ALGAE,0
2008,AQUE,LINU,Lissothuria nutriens,SESSILE INVERT,0
2008,AQUE,LNUT,Leucilla nuttingi,SESSILE INVERT,0.16634722
2008,AQUE,LOCH,Leptogorgia chilensis,SESSILE INVERT,0.0012998227067617734
2008,AQUE,LS,Laurencia,UNDERSTORY ALGAE,0
2008,AQUE,LX,Osmundea spectabilis,UNDERSTORY ALGAE,0
2008,AQUE,MC,Mytilus californianus,SESSILE INVERT,0
2008,AQUE,MISE,Metridium dianthus,SESSILE INVERT,0
2008,AQUE,MT,Jellyella tuberculata,SESSILE INVERT,0
2008,AQUE,MUCA,Muricea californica,SESSILE INVERT,0.09920116710394916
2008,AQUE,MUFR,Muricea fruticosa,SESSILE INVERT,0
2008,AQUE,NANDERSON,Nienburgia andersoniana,UNDERSTORY ALGAE,0.4375
2008,AQUE,NEO,Agardhiella subulata,UNDERSTORY ALGAE,0
2008,AQUE,OBSP,Obelia,SESSILE INVERT,0
2008,AQUE,PA,Phragmatopoma californica,SESSILE INVERT,0
2008,AQUE,PAFI,Pachycerianthus fimbriatus,SESSILE INVERT,1.4746604516329114
2008,AQUE,PAST,Paracyathus stearnsi,SESSILE INVERT,0.0018143727485682001
2008,AQUE,PHOR,Phoronida,SESSILE INVERT,0
2008,AQUE,PHSE,Phycodrys setchellii,UNDERSTORY ALGAE,0
2008,AQUE,PHSP,Phyllactis,SESSILE INVERT,0.04978085
2008,AQUE,PHTO,Phyllospadix torreyi,UNDERSTORY ALGAE,0
2008,AQUE,PIEL,Pista elongata,SESSILE INVERT,0
2008,AQUE,PL,Prionitis lanceolata,UNDERSTORY ALGAE,0
2008,AQUE,PLAB,Phidolopora labiata,SESSILE INVERT,0
2008,AQUE,PLUM,Plumularia,SESSILE INVERT,8.727574999999999e-4
2008,AQUE,POLA,Polyneura latissima,UNDERSTORY ALGAE,1.3499999999999999
2008,AQUE,POPL,Polyclinum planum,SESSILE INVERT,0
2008,AQUE,PRSP,Prionitis linearis,UNDERSTORY ALGAE,0
2008,AQUE,PRUB,Pachythyone rubra,SESSILE INVERT,0.18650851820062836
2008,AQUE,PTCA,Pterygophora californica,UNDERSTORY ALGAE,58.763006944444385
2008,AQUE,PYST,Pycnoclavella stanleyi,SESSILE INVERT,0.0936849125
2008,AQUE,R,Rhodymenia californica,UNDERSTORY ALGAE,6.8625
2008,AQUE,RAT,Rhodophyta,UNDERSTORY ALGAE,0
2008,AQUE,SABW,Sabellidae,SESSILE INVERT,0
2008,AQUE,SAFU,Sarcodiotheca furcata,UNDERSTORY ALGAE,0
2008,AQUE,SAHO,Sargassum horneri,UNDERSTORY ALGAE,0
2008,AQUE,SAMU,Sargassum muticum,UNDERSTORY ALGAE,0
2008,AQUE,SC,Spheciospongia confoederata,SESSILE INVERT,0
2008,AQUE,SCCA,Scinaia confusa,UNDERSTORY ALGAE,0
2008,AQUE,SE,Thylacodes squamigerus,SESSILE INVERT,0
2008,AQUE,SELO,Scytosiphon lomentaria,UNDERSTORY ALGAE,0
2008,AQUE,ST,Salmacina tribranchiata,SESSILE INVERT,0
2008,AQUE,STIN,Stenogramma californica,UNDERSTORY ALGAE,0
2008,AQUE,STMO,Styela montereyensis,SESSILE INVERT,0.16492522450463434
2008,AQUE,TALE,Taonia lennebackerae,UNDERSTORY ALGAE,0
2008,AQUE,TC,Thalamoporella californica,SESSILE INVERT,0.01410429375
2008,AQUE,TEAU,Tethya aurantium,SESSILE INVERT,1.7291890919922517
2008,AQUE,UAB,Bryozoa,SESSILE INVERT,0
2008,AQUE,UIH,Hydroidolina,SESSILE INVERT,0.00153242625
2008,AQUE,UM,Arthropoda,SESSILE INVERT,6.4783125e-4
2008,AQUE,UNAN,Anthozoa,SESSILE INVERT,0
2008,AQUE,URLO,Urticina eques,SESSILE INVERT,0.3535474705740717
2008,AQUE,URPI,Urticina piscivora,SESSILE INVERT,0
2008,AQUE,UT,Chordata,SESSILE INVERT,0.5202951583333334
2008,AQUE,UV,Ulva,UNDERSTORY ALGAE,0
2008,AQUE,WASP,Watersipora subatra,SESSILE INVERT,0
2008,BULL,AB,Abietinaria,SESSILE INVERT,0
2008,BULL,AL,Astrangia haimei,SESSILE INVERT,0
2008,BULL,AMZO,Amphiroa beauvoisii,UNDERSTORY ALGAE,0
2008,BULL,ANSP,Anthopleura,SESSILE INVERT,34.95614665446567
2008,BULL,AR,Eudistoma psammion,SESSILE INVERT,0.250023905
2008,BULL,ARUD,Discophyton rudyi,SESSILE INVERT,0
2008,BULL,AS,Aglaophenia,SESSILE INVERT,0.020981983333333332
2008,BULL,ATM,Amphipoda,SESSILE INVERT,0
2008,BULL,AU,Acrosorium ciliolatum,UNDERSTORY ALGAE,0
2008,BULL,BA,Megabalanus californicus,SESSILE INVERT,0
2008,BULL,BAEL,Balanophyllia elegans,SESSILE INVERT,0
2008,BULL,BCAL,Bugulina californica,SESSILE INVERT,0
2008,BULL,BF,Cryptopleura ruprechtiana,UNDERSTORY ALGAE,38.800000000000004
2008,BULL,BN,Bugula neritina,SESSILE INVERT,0
2008,BULL,BO,Bossiella orbigniana,UNDERSTORY ALGAE,0.8416666666666667
2008,BULL,BOW,Amathia gracilis,SESSILE INVERT,0
2008,BULL,BR,Rhodophyceae,UNDERSTORY ALGAE,1.55
2008,BULL,BRA,Rhodophyceae,UNDERSTORY ALGAE,0
2008,BULL,BRSP,Barentsia,SESSILE INVERT,0
2008,BULL,CAL,Calliarthron cheilosporioid,UNDERSTORY ALGAE,0
2008,BULL,CC,Chondracanthus,UNDERSTORY ALGAE,12.674999999999999
2008,BULL,CESP,Cellaria,SESSILE INVERT,0
2008,BULL,CF,Callophyllis flabellulata,UNDERSTORY ALGAE,1.4583333333333333
2008,BULL,CG,Cladophora graminea,UNDERSTORY ALGAE,0
2008,BULL,CHPR,Chelyosoma productum,SESSILE INVERT,0
2008,BULL,CILU,Timarete luxuriosa,SESSILE INVERT,0
2008,BULL,CL,Clavelina,SESSILE INVERT,0
2008,BULL,CO,Corallina officinalis,UNDERSTORY ALGAE,1.7750000000000001
2008,BULL,COF,Codium fragile,UNDERSTORY ALGAE,0
2008,BULL,COST,Celleporina robertsoniae,SESSILE INVERT,0
2008,BULL,CP,Colpomenia,UNDERSTORY ALGAE,0
2008,BULL,CRGI,Crassadoma gigantea,SESSILE INVERT,0
2008,BULL,CROC,Crisia occidentalis,SESSILE INVERT,0
2008,BULL,CRYP,Cryptopleura,UNDERSTORY ALGAE,0
2008,BULL,CUPI,Cucumaria piperata,SESSILE INVERT,0
2008,BULL,CUSP,Cucumaria,SESSILE INVERT,0
2008,BULL,CY,Corynactis californica,SESSILE INVERT,0
2008,BULL,CYOS,Stephanocystis osmundacea,UNDERSTORY ALGAE,0
2008,BULL,CZ,Chondracanthus spinosus,UNDERSTORY ALGAE,0
2008,BULL,DC,Diaperoforma californica,SESSILE INVERT,0
2008,BULL,DIOR,Diopatra ornata,SESSILE INVERT,0.4039637327777777
2008,BULL,DL,Desmarestia ligulata,UNDERSTORY ALGAE,63.075
2008,BULL,DOFE,Dodecaceria fewkesi,SESSILE INVERT,0
2008,BULL,DP,Dictyota,UNDERSTORY ALGAE,0
2008,BULL,DU,Dictyopteris undulata,UNDERSTORY ALGAE,0
2008,BULL,EA,Eisenia arborea,UNDERSTORY ALGAE,0
2008,BULL,EC,Corallinales,UNDERSTORY ALGAE,0.27499999999999997
2008,BULL,ECB,Bryozoa,SESSILE INVERT,0.04091625
2008,BULL,EGME,Egregia menziesii,UNDERSTORY ALGAE,2.2145555555555543
2008,BULL,ER,Rhodophyta,UNDERSTORY ALGAE,0
2008,BULL,ES,Demospongiae,SESSILE INVERT,0.10368189
2008,BULL,EUCL,Euherdmania claviformis,SESSILE INVERT,0
2008,BULL,EUPO,Eudistylia polymorpha,SESSILE INVERT,0
2008,BULL,EUQU,Eupentacta quinquesemita,SESSILE INVERT,0
2008,BULL,FASP,Gloiocladia,UNDERSTORY ALGAE,0
2008,BULL,FB,Ectocarpaceae,UNDERSTORY ALGAE,0
2008,BULL,FG,Chlorophyta,UNDERSTORY ALGAE,0
2008,BULL,FR,Rhodophyta,UNDERSTORY ALGAE,2.3333333333333335
2008,BULL,FTHR,Ceramiales,UNDERSTORY ALGAE,0.875
2008,BULL,GR,Gelidium robustum,UNDERSTORY ALGAE,0
2008,BULL,GS,Gracilaria,UNDERSTORY ALGAE,0.9375
2008,BULL,GYSP,Gymnogongrus,UNDERSTORY ALGAE,0
2008,BULL,HAGL,Halosaccion glandiforme,UNDERSTORY ALGAE,0
2008,BULL,HC,Acanthancora cyanocrypta,SESSILE INVERT,0
2008,BULL,HIP,Primavelans mexicana,SESSILE INVERT,0
2008,BULL,HPAC,Heteropora pacifica,SESSILE INVERT,0
2008,BULL,IR,Iridaea,UNDERSTORY ALGAE,0
2008,BULL,LAFA,Laminaria farlowii,UNDERSTORY ALGAE,0
2008,BULL,LI,Lithothrix,UNDERSTORY ALGAE,0
2008,BULL,LINU,Lissothuria nutriens,SESSILE INVERT,0
2008,BULL,LNUT,Leucilla nuttingi,SESSILE INVERT,0
2008,BULL,LOCH,Leptogorgia chilensis,SESSILE INVERT,0
2008,BULL,LS,Laurencia,UNDERSTORY ALGAE,0
2008,BULL,LX,Osmundea spectabilis,UNDERSTORY ALGAE,0
2008,BULL,MC,Mytilus californianus,SESSILE INVERT,0
2008,BULL,MISE,Metridium dianthus,SESSILE INVERT,0
2008,BULL,MT,Jellyella tuberculata,SESSILE INVERT,0
2008,BULL,MUCA,Muricea californica,SESSILE INVERT,0
2008,BULL,MUFR,Muricea fruticosa,SESSILE INVERT,0
2008,BULL,NANDERSON,Nienburgia andersoniana,UNDERSTORY ALGAE,1.75
2008,BULL,NEO,Agardhiella subulata,UNDERSTORY ALGAE,0
2008,BULL,OBSP,Obelia,SESSILE INVERT,0
2008,BULL,PA,Phragmatopoma californica,SESSILE INVERT,0.003871155
2008,BULL,PAFI,Pachycerianthus fimbriatus,SESSILE INVERT,0
2008,BULL,PAST,Paracyathus stearnsi,SESSILE INVERT,0
2008,BULL,PHOR,Phoronida,SESSILE INVERT,0
2008,BULL,PHSE,Phycodrys setchellii,UNDERSTORY ALGAE,1.0166666666666666
2008,BULL,PHSP,Phyllactis,SESSILE INVERT,0
2008,BULL,PHTO,Phyllospadix torreyi,UNDERSTORY ALGAE,0
2008,BULL,PIEL,Pista elongata,SESSILE INVERT,0
2008,BULL,PL,Prionitis lanceolata,UNDERSTORY ALGAE,0
2008,BULL,PLAB,Phidolopora labiata,SESSILE INVERT,0
2008,BULL,PLUM,Plumularia,SESSILE INVERT,0.0034910299999999996
2008,BULL,POLA,Polyneura latissima,UNDERSTORY ALGAE,2.6999999999999997
2008,BULL,POPL,Polyclinum planum,SESSILE INVERT,0.55375991488307
2008,BULL,PRSP,Prionitis linearis,UNDERSTORY ALGAE,0
2008,BULL,PRUB,Pachythyone rubra,SESSILE INVERT,0
2008,BULL,PTCA,Pterygophora californica,UNDERSTORY ALGAE,240.72756944444433
2008,BULL,PYST,Pycnoclavella stanleyi,SESSILE INVERT,0.0936849125
2008,BULL,R,Rhodymenia californica,UNDERSTORY ALGAE,3.05
2008,BULL,RAT,Rhodophyta,UNDERSTORY ALGAE,0
2008,BULL,SABW,Sabellidae,SESSILE INVERT,0
2008,BULL,SAFU,Sarcodiotheca furcata,UNDERSTORY ALGAE,0
2008,BULL,SAHO,Sargassum horneri,UNDERSTORY ALGAE,0
2008,BULL,SAMU,Sargassum muticum,UNDERSTORY ALGAE,0
2008,BULL,SC,Spheciospongia confoederata,SESSILE INVERT,0
2008,BULL,SCCA,Scinaia confusa,UNDERSTORY ALGAE,0
2008,BULL,SE,Thylacodes squamigerus,SESSILE INVERT,0
2008,BULL,SELO,Scytosiphon lomentaria,UNDERSTORY ALGAE,0
2008,BULL,ST,Salmacina tribranchiata,SESSILE INVERT,0
2008,BULL,STIN,Stenogramma californica,UNDERSTORY ALGAE,0
2008,BULL,STMO,Styela montereyensis,SESSILE INVERT,0
